Cmplx_smiles_neutral_std,Lg K1
Cc1ncc(CO)c(CO)c1O.[Nd+3], 4.21
Cc1ncc(CO)c(CO)c1O.[Ho+3], 3.62
Cc1ncc(CO)c(CO)c1O.[Er+3], 3.7
Cc1ncc(CO)c(CO)c1O.[Yb+3], 3.4
CC(C)C[C@H](NC(=O)CN)C(=O)O.[Nd+3], 2.4
CC(C)C[C@H](NC(=O)CN)C(=O)O.[Eu+3], 2.45
CC(C)C[C@H](NC(=O)CN)C(=O)O.[Gd+3], 2.3
CC(C)C[C@H](NC(=O)CN)C(=O)O.[Ho+3], 2.6
CC(C)C[C@H](NC(=O)CN)C(=O)O.[Yb+3], 2.85
NCC(=O)N1CCCC1C(=O)O.[La+3], 3.46
NCC(=O)N1CCCC1C(=O)O.[Ce+3], 3.5
NCC(=O)N1CCCC1C(=O)O.[Pr+3], 3.59
NCC(=O)N1CCCC1C(=O)O.[Nd+3], 3.65
NCC(=O)N1CCCC1C(=O)O.[Sm+3], 3.8
NCC(=O)N1CCCC1C(=O)O.[Gd+3], 3.87
NCC(=O)N1CCCC1C(=O)O.[Gd+3], 3.74
NCC(=O)N1CCCC1C(=O)O.[Dy+3], 3.98
NCC(=O)N1CCCC1C(=O)O.[Dy+3], 3.94
NCC(=O)N1CCCC1C(=O)O.[Er+3], 4.04
NCC(=O)N1CCCC1C(=O)O.[Er+3], 4.02
NCC(=O)N1CCCC1C(=O)O.[Yb+3], 4.08
NCC(=O)N1CCCC1C(=O)O.[Yb+3], 4.1
NCC(=O)N1CCCC1C(=O)O.[Y+3], 3.8
O=C(O)CNC(=O)[C@@H]1CCCN1.[Nd+3], 2.75
O=C(O)CNC(=O)[C@@H]1CCCN1.[Eu+3], 3.1
O=C(O)CNC(=O)[C@@H]1CCCN1.[Gd+3], 3
O=C(O)CNC(=O)[C@@H]1CCCN1.[Ho+3], 3.25
O=C(O)CNC(=O)[C@@H]1CCCN1.[Yb+3], 3.5
O=C([O-])[O-].[La+3], 5.31
O=C([O-])[O-].[La+3], 5.67
O=C([O-])[O-].[La+3], 5.17
O=C([O-])[O-].[La+3], 5
O=C([O-])[O-].[Ce+3], 5.42
O=C([O-])[O-].[Ce+3], 5.27
O=C([O-])[O-].[Ce+3], 6.32
O=C([O-])[O-].[Ce+3], 5.53
O=C([O-])[O-].[Ce+3], 5.33
O=C([O-])[O-].[Pr+3], 5.71
O=C([O-])[O-].[Pr+3], 5.5
O=C([O-])[O-].[Nd+3], 5.76
O=C([O-])[O-].[Nd+3], 5.55
O=C([O-])[O-].[Sm+3], 5.81
O=C([O-])[O-].[Sm+3], 5.73
O=C([O-])[O-].[Eu+3], 5.88
O=C([O-])[O-].[Eu+3], 5.85
O=C([O-])[O-].[Eu+3], 5.86
O=C([O-])[O-].[Eu+3], 5.81
O=C([O-])[O-].[Eu+3], 5.93
O=C([O-])[O-].[Eu+3], 6.57
O=C([O-])[O-].[Eu+3], 5.85
O=C([O-])[O-].[Eu+3], 5.75
O=C([O-])[O-].[Eu+3], 6.92
O=C([O-])[O-].[Gd+3], 5.68
O=C([O-])[O-].[Gd+3], 5.72
O=C([O-])[O-].[Gd+3], 5.66
O=C([O-])[O-].[Tb+3], 5.79
O=C([O-])[O-].[Tb+3], 5.76
O=C([O-])[O-].[Tb+3], 5.73
O=C([O-])[O-].[Dy+3], 5.86
O=C([O-])[O-].[Dy+3], 5.83
O=C([O-])[O-].[Ho+3], 5.84
O=C([O-])[O-].[Ho+3], 5.82
O=C([O-])[O-].[Er+3], 8.51
O=C([O-])[O-].[Er+3], 5.87
O=C([O-])[O-].[Er+3], 5.88
O=C([O-])[O-].[Tm+3], 5.96
O=C([O-])[O-].[Tm+3], 5.95
O=C([O-])[O-].[Yb+3], 5.98
O=C([O-])[O-].[Yb+3], 6.19
O=C([O-])[O-].[Yb+3], 6.08
O=C([O-])[O-].[Yb+3], 6.08
O=C([O-])[O-].[Lu+3], 6.03
O=C([O-])[O-].[Lu+3], 6.02
O=C([O-])[O-].[Y+3], 6.02
O=C([O-])[O-].[Y+3], 5.75
O=C([O-])[O-].[Y+3], 5.75
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[La+3], 4.65
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Pr+3], 5.38
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Pr+3], 4.96
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Nd+3], 5.13
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Sm+3], 5.37
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Gd+3], 5.55
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Tb+3], 5.67
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Dy+3], 5.86
O=S(=O)(O)c1cc(I)c(O)c2ncccc12.[Y+3], 5.23
NCC(=O)N[C@@H](CO)C(=O)O.[Nd+3], 2.25
NCC(=O)N[C@@H](CO)C(=O)O.[Eu+3], 2.5
NCC(=O)N[C@@H](CO)C(=O)O.[Gd+3], 2.5
NCC(=O)N[C@@H](CO)C(=O)O.[Ho+3], 2.6
NCC(=O)N[C@@H](CO)C(=O)O.[Yb+3], 2.8
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O.[Sm+3], 7.3
O=[N+]([O-])[O-].[La+3], -0.12
O=[N+]([O-])[O-].[La+3], -0.26
O=[N+]([O-])[O-].[La+3], 1.61
O=[N+]([O-])[O-].[Ce+3], 1.04
O=[N+]([O-])[O-].[Ce+3], -0.16
O=[N+]([O-])[O-].[Ce+3], 0.21
O=[N+]([O-])[O-].[Pr+3], -0.08
O=[N+]([O-])[O-].[Nd+3], 0.24
O=[N+]([O-])[O-].[Nd+3], -0.19
O=[N+]([O-])[O-].[Nd+3], -0.19
O=[N+]([O-])[O-].[Nd+3], -0.12
O=[N+]([O-])[O-].[Nd+3], 0.02
O=[N+]([O-])[O-].[Pm+3], 0.26
O=[N+]([O-])[O-].[Pm+3], 0.39
O=[N+]([O-])[O-].[Sm+3], -0.13
O=[N+]([O-])[O-].[Sm+3], -0.08
O=[N+]([O-])[O-].[Sm+3], 0.31
O=[N+]([O-])[O-].[Eu+3], 0.76
O=[N+]([O-])[O-].[Eu+3], 0.3
O=[N+]([O-])[O-].[Eu+3], -0.26
O=[N+]([O-])[O-].[Eu+3], -0.21
O=[N+]([O-])[O-].[Eu+3], 0.12
O=[N+]([O-])[O-].[Eu+3], 0.26
O=[N+]([O-])[O-].[Eu+3], 0.31
O=[N+]([O-])[O-].[Eu+3], 1.23
O=[N+]([O-])[O-].[Gd+3], 0.03
O=[N+]([O-])[O-].[Gd+3], -0.52
O=[N+]([O-])[O-].[Gd+3], -0.46
O=[N+]([O-])[O-].[Gd+3], 1.2
O=[N+]([O-])[O-].[Gd+3], 1.59
O=[N+]([O-])[O-].[Tb+3], -0.55
O=[N+]([O-])[O-].[Tb+3], 0.05
O=[N+]([O-])[O-].[Tb+3], 1.18
O=[N+]([O-])[O-].[Dy+3], -0.7
O=[N+]([O-])[O-].[Dy+3], 1.32
O=[N+]([O-])[O-].[Ho+3], -0.85
O=[N+]([O-])[O-].[Ho+3], -0.22
O=[N+]([O-])[O-].[Er+3], -0.96
O=[N+]([O-])[O-].[Er+3], -0.33
O=[N+]([O-])[O-].[Tm+3], -0.89
O=[N+]([O-])[O-].[Tm+3], -0.25
O=[N+]([O-])[O-].[Yb+3], -0.89
O=[N+]([O-])[O-].[Lu+3], -0.85
O=[N+]([O-])[O-].[Sc+3], 0.28
O=[N+]([O-])[O-].[Y+3], -0.92
O=C(O)/C=C/C(=O)O.[La+3], 2.47
O=C(O)/C=C/C(=O)O.[La+3], 3.01
O=C(O)/C=C/C(=O)O.[La+3], 2.74
O=C(O)/C=C/C(=O)O.[Ce+3], 2.8
O=C(O)/C=C/C(=O)O.[Pr+3], 2.61
O=C(O)/C=C/C(=O)O.[Pr+3], 2.84
O=C(O)/C=C/C(=O)O.[Nd+3], 2.56
O=C(O)/C=C/C(=O)O.[Nd+3], 2.74
O=C(O)/C=C/C(=O)O.[Sm+3], 2.82
O=C(O)/C=C/C(=O)O.[Sm+3], 2.83
O=C(O)/C=C/C(=O)O.[Eu+3], 2.78
O=C(O)/C=C/C(=O)O.[Eu+3], 2.86
O=C(O)/C=C/C(=O)O.[Gd+3], 2.59
O=C(O)/C=C/C(=O)O.[Gd+3], 3.05
O=C(O)/C=C/C(=O)O.[Gd+3], 2.88
O=C(O)/C=C/C(=O)O.[Tb+3], 2.57
O=C(O)/C=C/C(=O)O.[Tb+3], 3.1
O=C(O)/C=C/C(=O)O.[Tb+3], 2.77
O=C(O)/C=C/C(=O)O.[Dy+3], 2.5
O=C(O)/C=C/C(=O)O.[Dy+3], 3.18
O=C(O)/C=C/C(=O)O.[Dy+3], 2.8
O=C(O)/C=C/C(=O)O.[Ho+3], 2.51
O=C(O)/C=C/C(=O)O.[Ho+3], 2.8
O=C(O)/C=C/C(=O)O.[Er+3], 2.46
O=C(O)/C=C/C(=O)O.[Er+3], 2.8
O=C(O)/C=C/C(=O)O.[Tm+3], 2.44
O=C(O)/C=C/C(=O)O.[Tm+3], 2.81
O=C(O)/C=C/C(=O)O.[Yb+3], 2.37
O=C(O)/C=C/C(=O)O.[Lu+3], 2.47
O=C(O)/C=C/C(=O)O.[Lu+3], 2.81
O=C(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O.[Eu+2], 1.81
Cc1ccccn1.[Eu+3], 3
Cc1cccnc1.[Eu+3], 2.6
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[La+3], 6.45
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Ce+3], 7.02
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Pr+3], 6.88
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Nd+3], 7
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Sm+3], 7.1
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Gd+3], 7.009
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Tb+3], 7.391
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Dy+3], 7.498
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Ho+3], 7.502
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O.[Yb+3], 7.806
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 15.31
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 15.55
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 15.37
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 15.37
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 15.37
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 15.37
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[La+3], 15.373
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ce+3], 15.92
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ce+3], 15.75
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ce+3], 15.75
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ce+3], 15.75
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ce+3], 15.75
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Ce+3], 15.754
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 15.86
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 16.02
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 15.85
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 15.85
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 15.85
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 15.85
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Pr+3], 15.851
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 16.06
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 16.24
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 16.08
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 16.08
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 16.08
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 16.08
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Nd+3], 16.08
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 16.45
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 16.75
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 16.54
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 16.54
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 16.54
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 16.54
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Sm+3], 16.546
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Eu+2], 9.38
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Gd+3], 16.95
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Y+3], 17.1
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Y+3], 17.01
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Y+3], 16.95
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Y+3], 16.95
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Y+3], 16.95
O=C(O)CN(CCOCCOCCN(CC(=O)O)CC(=O)O)CC(=O)O.[Y+3], 16.951
O=C(CC(=O)c1ccccc1)c1ccccc1.[Eu+3], 7.55
CC(S)C(=O)O.[La+3], 5.57
CC(S)C(=O)O.[Ce+3], 5.99
CC(S)C(=O)O.[Pr+3], 6.24
CC(S)C(=O)O.[Pr+3], 5.08
CC(S)C(=O)O.[Nd+3], 6.36
CC(S)C(=O)O.[Nd+3], 5.08
CC(S)C(=O)O.[Sm+3], 6.69
CC(S)C(=O)O.[Eu+3], 6.18
CC(S)C(=O)O.[Gd+3], 6.67
CC(S)C(=O)O.[Tb+3], 6.09
CC(S)C(=O)O.[Dy+3], 5.62
CC(S)C(=O)O.[Dy+3], 5.62
CC(S)C(=O)O.[Er+3], 5.78
CC(S)C(=O)O.[Tm+3], 6.44
O=C(O)c1ccccn1.[La+3], 4.04
O=C(O)c1ccccn1.[La+3], 3.51
O=C(O)c1ccccn1.[La+3], 3.5
O=C(O)c1ccccn1.[La+3], 3.54
O=C(O)c1ccccn1.[La+3], 3.19
O=C(O)c1ccccn1.[Ce+3], 4.16
O=C(O)c1ccccn1.[Ce+3], 3.69
O=C(O)c1ccccn1.[Ce+3], 3.63
O=C(O)c1ccccn1.[Ce+3], 3.74
O=C(O)c1ccccn1.[Ce+3], 3.31
O=C(O)c1ccccn1.[Pr+3], 3.94
O=C(O)c1ccccn1.[Pr+3], 4.27
O=C(O)c1ccccn1.[Pr+3], 3.83
O=C(O)c1ccccn1.[Pr+3], 3.62
O=C(O)c1ccccn1.[Pr+3], 3.85
O=C(O)c1ccccn1.[Pr+3], 3.46
O=C(O)c1ccccn1.[Nd+3], 4.36
O=C(O)c1ccccn1.[Nd+3], 3.88
O=C(O)c1ccccn1.[Nd+3], 3.79
O=C(O)c1ccccn1.[Nd+3], 3.88
O=C(O)c1ccccn1.[Nd+3], 3.51
O=C(O)c1ccccn1.[Sm+3], 4.56
O=C(O)c1ccccn1.[Sm+3], 3.97
O=C(O)c1ccccn1.[Sm+3], 3.85
O=C(O)c1ccccn1.[Sm+3], 4.06
O=C(O)c1ccccn1.[Sm+3], 3.65
O=C(O)c1ccccn1.[Eu+3], 4.82
O=C(O)c1ccccn1.[Eu+3], 3.99
O=C(O)c1ccccn1.[Eu+3], 2.86
O=C(O)c1ccccn1.[Eu+3], 3.8
O=C(O)c1ccccn1.[Eu+3], 4.07
O=C(O)c1ccccn1.[Eu+3], 3.61
O=C(O)c1ccccn1.[Gd+3], 4.64
O=C(O)c1ccccn1.[Gd+3], 3.98
O=C(O)c1ccccn1.[Gd+3], 3.77
O=C(O)c1ccccn1.[Gd+3], 4.06
O=C(O)c1ccccn1.[Gd+3], 3.62
O=C(O)c1ccccn1.[Tb+3], 4.88
O=C(O)c1ccccn1.[Tb+3], 4.08
O=C(O)c1ccccn1.[Tb+3], 4.15
O=C(O)c1ccccn1.[Tb+3], 3.79
O=C(O)c1ccccn1.[Dy+3], 4.91
O=C(O)c1ccccn1.[Dy+3], 4.16
O=C(O)c1ccccn1.[Dy+3], 3.83
O=C(O)c1ccccn1.[Dy+3], 4.22
O=C(O)c1ccccn1.[Dy+3], 3.83
O=C(O)c1ccccn1.[Ho+3], 4.19
O=C(O)c1ccccn1.[Ho+3], 4.22
O=C(O)c1ccccn1.[Er+3], 5.02
O=C(O)c1ccccn1.[Er+3], 4.26
O=C(O)c1ccccn1.[Er+3], 4.28
O=C(O)c1ccccn1.[Er+3], 3.96
O=C(O)c1ccccn1.[Tm+3], 4.33
O=C(O)c1ccccn1.[Tm+3], 4.31
O=C(O)c1ccccn1.[Tm+3], 4.36
O=C(O)c1ccccn1.[Tm+3], 4.05
O=C(O)c1ccccn1.[Yb+3], 4.4
O=C(O)c1ccccn1.[Yb+3], 4.28
O=C(O)c1ccccn1.[Yb+3], 4.43
O=C(O)c1ccccn1.[Lu+3], 4.41
O=C(O)c1ccccn1.[Lu+3], 4.54
O=C(O)c1ccccn1.[Lu+3], 4.45
O=C(O)c1ccccn1.[Lu+3], 4.09
O=C(O)c1ccccn1.[Y+3], 4.03
O=C(O)c1ccccn1.[Y+3], 3.68
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[La+3], 13.22
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[La+3], 12.97
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Ce+3], 14.08
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Ce+3], 13.56
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Pr+3], 14.39
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Pr+3], 14.17
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Nd+3], 14.96
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Nd+3], 14.7
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Nd+3], 14.47
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Sm+3], 15.17
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Sm+3], 14.85
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Eu+3], 15.62
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Eu+3], 15.21
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Eu+3], 14.9
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Eu+2], 10.2
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Gd+3], 15.1
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Gd+3], 14.8
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Tb+3], 15.1
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Tb+3], 14.82
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Dy+3], 15.08
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Dy+3], 14.79
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Ho+3], 15.06
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Er+3], 15.17
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Er+3], 14.87
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Tm+3], 15.38
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Tm+3], 15.04
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Yb+3], 15.64
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Lu+3], 15.79
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Lu+3], 15.32
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Y+3], 14.49
O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O.[Y+3], 14.32
O=C(O)CC(O)C(=O)O.[La+3], 3.531
O=C(O)CC(O)C(=O)O.[La+3], 3.79
O=C(O)CC(O)C(=O)O.[La+3], 3.685
O=C(O)CC(O)C(=O)O.[La+3], 4.49
O=C(O)CC(O)C(=O)O.[La+3], 3.86
O=C(O)CC(O)C(=O)O.[La+3], 3.75
O=C(O)CC(O)C(=O)O.[La+3], 3.71
O=C(O)CC(O)C(=O)O.[La+3], 4.51
O=C(O)CC(O)C(=O)O.[La+3], 4.37
O=C(O)CC(O)C(=O)O.[La+3], 4.04
O=C(O)CC(O)C(=O)O.[Ce+3], 4.14
O=C(O)CC(O)C(=O)O.[Ce+3], 4.39
O=C(O)CC(O)C(=O)O.[Ce+3], 4.1
O=C(O)CC(O)C(=O)O.[Ce+3], 5.23
O=C(O)CC(O)C(=O)O.[Ce+3], 4.48
O=C(O)CC(O)C(=O)O.[Ce+3], 4.32
O=C(O)CC(O)C(=O)O.[Ce+3], 4.11
O=C(O)CC(O)C(=O)O.[Pr+3], 4.25
O=C(O)CC(O)C(=O)O.[Pr+3], 4.2
O=C(O)CC(O)C(=O)O.[Pr+3], 3.81
O=C(O)CC(O)C(=O)O.[Pr+3], 5.04
O=C(O)CC(O)C(=O)O.[Pr+3], 4.46
O=C(O)CC(O)C(=O)O.[Pr+3], 4.4
O=C(O)CC(O)C(=O)O.[Pr+3], 4.65
O=C(O)CC(O)C(=O)O.[Pr+3], 4.28
O=C(O)CC(O)C(=O)O.[Nd+3], 4.49
O=C(O)CC(O)C(=O)O.[Nd+3], 4.45
O=C(O)CC(O)C(=O)O.[Nd+3], 5.66
O=C(O)CC(O)C(=O)O.[Nd+3], 4.66
O=C(O)CC(O)C(=O)O.[Nd+3], 4.6
O=C(O)CC(O)C(=O)O.[Nd+3], 4.77
O=C(O)CC(O)C(=O)O.[Nd+3], 4.45
O=C(O)CC(O)C(=O)O.[Sm+3], 4.58
O=C(O)CC(O)C(=O)O.[Sm+3], 4.53
O=C(O)CC(O)C(=O)O.[Sm+3], 3.9
O=C(O)CC(O)C(=O)O.[Sm+3], 5.42
O=C(O)CC(O)C(=O)O.[Sm+3], 5.01
O=C(O)CC(O)C(=O)O.[Sm+3], 4.95
O=C(O)CC(O)C(=O)O.[Sm+3], 4.89
O=C(O)CC(O)C(=O)O.[Sm+3], 4.41
O=C(O)CC(O)C(=O)O.[Eu+3], 4.33
O=C(O)CC(O)C(=O)O.[Eu+3], 4.85
O=C(O)CC(O)C(=O)O.[Eu+3], 4.34
O=C(O)CC(O)C(=O)O.[Gd+3], 3.92
O=C(O)CC(O)C(=O)O.[Gd+3], 6.33
O=C(O)CC(O)C(=O)O.[Gd+3], 4.75
O=C(O)CC(O)C(=O)O.[Gd+3], 4.28
O=C(O)CC(O)C(=O)O.[Tb+3], 4.77
O=C(O)CC(O)C(=O)O.[Dy+3], 4.77
O=C(O)CC(O)C(=O)O.[Dy+3], 4.78
O=C(O)CC(O)C(=O)O.[Ho+3], 4.9
O=C(O)CC(O)C(=O)O.[Er+3], 4.334
O=C(O)CC(O)C(=O)O.[Er+3], 3.95
O=C(O)CC(O)C(=O)O.[Er+3], 4.96
O=C(O)CC(O)C(=O)O.[Tm+3], 5.01
O=C(O)CC(O)C(=O)O.[Yb+3], 5.05
O=C(O)CC(O)C(=O)O.[Lu+3], 5.08
O=C(O)CC(O)C(=O)O.[Y+3], 4.18
O=C(O)CC(O)C(=O)O.[Y+3], 4.91
O=C(O)CC(O)C(=O)O.[Y+3], 4.63
C=C(CC(=O)O)C(=O)O.[La+3], 3.85
C=C(CC(=O)O)C(=O)O.[La+3], 3.81
C=C(CC(=O)O)C(=O)O.[La+3], 3.12
C=C(CC(=O)O)C(=O)O.[La+3], 2.52
C=C(CC(=O)O)C(=O)O.[Ce+3], 3.98
C=C(CC(=O)O)C(=O)O.[Ce+3], 3.94
C=C(CC(=O)O)C(=O)O.[Ce+3], 3.5
C=C(CC(=O)O)C(=O)O.[Ce+3], 3.2
C=C(CC(=O)O)C(=O)O.[Ce+3], 2.78
C=C(CC(=O)O)C(=O)O.[Pr+3], 4.14
C=C(CC(=O)O)C(=O)O.[Pr+3], 4.09
C=C(CC(=O)O)C(=O)O.[Pr+3], 3.33
C=C(CC(=O)O)C(=O)O.[Pr+3], 3.02
C=C(CC(=O)O)C(=O)O.[Nd+3], 4.38
C=C(CC(=O)O)C(=O)O.[Nd+3], 4.34
C=C(CC(=O)O)C(=O)O.[Nd+3], 3.43
C=C(CC(=O)O)C(=O)O.[Nd+3], 2
C=C(CC(=O)O)C(=O)O.[Nd+3], 2.95
C=C(CC(=O)O)C(=O)O.[Sm+3], 4.52
C=C(CC(=O)O)C(=O)O.[Sm+3], 4.47
C=C(CC(=O)O)C(=O)O.[Sm+3], 3.51
C=C(CC(=O)O)C(=O)O.[Sm+3], 2.07
C=C(CC(=O)O)C(=O)O.[Sm+3], 3.1
C=C(CC(=O)O)C(=O)O.[Eu+3], 3.52
C=C(CC(=O)O)C(=O)O.[Eu+3], 3.33
C=C(CC(=O)O)C(=O)O.[Gd+3], 3.5
C=C(CC(=O)O)C(=O)O.[Gd+3], 2.18
C=C(CC(=O)O)C(=O)O.[Gd+3], 3.06
C=C(CC(=O)O)C(=O)O.[Tb+3], 3.46
C=C(CC(=O)O)C(=O)O.[Tb+3], 3.05
C=C(CC(=O)O)C(=O)O.[Dy+3], 3.41
C=C(CC(=O)O)C(=O)O.[Dy+3], 2.9
C=C(CC(=O)O)C(=O)O.[Ho+3], 3.36
C=C(CC(=O)O)C(=O)O.[Ho+3], 2.66
C=C(CC(=O)O)C(=O)O.[Er+3], 3.35
C=C(CC(=O)O)C(=O)O.[Er+3], 2.27
