Cmplx_smiles_neutral_std,Lg K1
O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O.[Tb+3], 10.34
O=C1c2ccccc2C(=O)c2c1cc(S(=O)(=O)O)c(O)c2O.[Dy+3], 10.37
C=CCC(C(=O)O)C(=O)O.[La+3], 3.2
C=CCC(C(=O)O)C(=O)O.[Ce+3], 3.44
C=CCC(C(=O)O)C(=O)O.[Pr+3], 4.17
C=CCC(C(=O)O)C(=O)O.[Nd+3], 3.57
C=CCC(C(=O)O)C(=O)O.[Sm+3], 3.79
C=CCC(C(=O)O)C(=O)O.[Eu+3], 4.19
C=CCC(C(=O)O)C(=O)O.[Gd+3], 3.72
C=CCC(C(=O)O)C(=O)O.[Tb+3], 4.07
C=CCC(C(=O)O)C(=O)O.[Dy+3], 4.05
C=CCC(C(=O)O)C(=O)O.[Ho+3], 3.72
C=CCC(C(=O)O)C(=O)O.[Er+3], 4.1
C=CCC(C(=O)O)C(=O)O.[Tm+3], 4.03
C=CCC(C(=O)O)C(=O)O.[Yb+3], 4.21
C=CCC(C(=O)O)C(=O)O.[Lu+3], 4.03
O=C(O)CN(CC(=O)O)Cc1ccccn1.[La+3], 7.8
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Ce+3], 8.34
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Ce+3], 8.3
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Pr+3], 8.53
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Nd+3], 8.64
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Sm+3], 8.92
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Eu+3], 8.92
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Gd+3], 8.76
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Tb+3], 8.87
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Dy+3], 9
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Ho+3], 9.07
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Er+3], 9.25
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Tm+3], 9.4
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Yb+3], 9.6
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Lu+3], 9.72
O=C(O)CN(CC(=O)O)Cc1ccccn1.[Y+3], 8.63
[O-][Cl](=O)=O.[La+3], -0.2
[O-][Cl](=O)=O.[Eu+3], -0.3
O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1.[La+3], 8.8
O=[N+]([O-])c1ccc2c(N=Nc3ccc4ccccc4c3O)c(O)cc(S(=O)(=O)O)c2c1.[Y+3], 10.7
O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-].[La+3], 6.56
O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Gd+3], 8.37
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[La+3], 21.7
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[La+3], 22.9
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Ce+3], 23.4
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Ce+3], 24.6
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Pr+3], 23
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Nd+3], 23
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Sm+3], 23
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Eu+3], 23.5
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Eu+3], 26.21
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Eu+3], 26.48
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Gd+3], 24
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Gd+3], 24.7
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Gd+3], 27
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Gd+3], 22.1
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Gd+3], 24.67
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Gd+3], 24.67
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Gd+3], 25.58
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Tb+3], 24.7
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Tb+3], 26.97
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Dy+3], 24.8
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Ho+3], 24.8
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Er+3], 24.7
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Tm+3], 24.65
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Yb+3], 25
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Yb+3], 26.4
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Lu+3], 25.4
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Y+3], 24.9
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Y+3], 24.9
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[La+3], 17.02
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[La+3], 14.52
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Sm+3], 16.69
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Gd+3], 19.17
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Gd+3], 19.17
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Ho+3], 17.38
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Y+3], 19.6
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1.[Y+3], 19.6
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[La+3], 11.6
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[La+3], 12.74
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[La+3], 12.15
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Ce+3], 13.12
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Nd+3], 13.76
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Sm+3], 14.47
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Sm+3], 14.15
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Eu+3], 14.66
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Eu+3], 14.02
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Gd+3], 13.77
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Gd+3], 14.73
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Tb+3], 14.81
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Ho+3], 14.95
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Ho+3], 15.78
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Tm+3], 15.15
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Lu+3], 15.31
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Y+3], 16.1
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Y+3], 14.77
O=C(O)CN1CCCN(CC(=O)O)CCN(CC(=O)O)CCCN(CC(=O)O)CC1.[Y+3], 16.3
NN(CC(=O)O)CC(=O)O.[Nd+3], 3.69
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[La+3], 1.885
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Ce+3], 2.073
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Pr+3], 2.173
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Nd+3], 2.249
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Sm+3], 2.313
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Eu+3], 2.286
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Gd+3], 2.193
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Tb+3], 2.173
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Dy+3], 2.185
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Ho+3], 2.2
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Er+3], 2.239
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Tm+3], 2.276
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Yb+3], 2.269
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Lu+3], 2.367
CN(C)c1ccc(C=CC(=O)C(=O)O)cc1.[Y+3], 2.062
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[La+3], 1.776
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Ce+3], 1.958
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Pr+3], 2.07
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Nd+3], 2.153
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Sm+3], 2.219
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Eu+3], 2.153
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Gd+3], 2.077
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Tb+3], 2.014
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Dy+3], 2.024
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Ho+3], 2.029
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Er+3], 2.085
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Tm+3], 2.128
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Yb+3], 2.112
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Lu+3], 2.248
CN(C)c1ccc(C=CC(=O)C(=O)O)c(Cl)c1.[Y+3], 1.942
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O.[La+3], 4.7
O=c1cc(CO)oc(Br)c1O.[La+3], 4.68
O=c1cc(CO)oc(Br)c1O.[Ce+3], 4.9
O=c1cc(CO)oc(Br)c1O.[Pr+3], 5.02
O=c1cc(CO)oc(Br)c1O.[Nd+3], 5.08
O=c1cc(CO)oc(Br)c1O.[Sm+3], 5.27
O=c1cc(CO)oc(Br)c1O.[Eu+3], 5.3
O=c1cc(CO)oc(Br)c1O.[Gd+3], 5.27
O=c1cc(CO)oc(Br)c1O.[Tb+3], 5.4
O=c1cc(CO)oc(Br)c1O.[Dy+3], 5.47
O=c1cc(CO)oc(Br)c1O.[Ho+3], 5.49
O=c1cc(CO)oc(Br)c1O.[Er+3], 5.51
O=c1cc(CO)oc(Br)c1O.[Tm+3], 5.6
O=c1cc(CO)oc(Br)c1O.[Yb+3], 5.68
O=c1cc(CO)oc(Br)c1O.[Lu+3], 5.64
O=c1cc(CO)oc(Br)c1O.[Y+3], 5.35
O=c1cc(CO)oc(I)c1O.[La+3], 4.71
O=c1cc(CO)oc(I)c1O.[Ce+3], 4.92
O=c1cc(CO)oc(I)c1O.[Pr+3], 5.05
O=c1cc(CO)oc(I)c1O.[Nd+3], 5.1
O=c1cc(CO)oc(I)c1O.[Sm+3], 5.31
O=c1cc(CO)oc(I)c1O.[Eu+3], 5.38
O=c1cc(CO)oc(I)c1O.[Gd+3], 5.37
O=c1cc(CO)oc(I)c1O.[Tb+3], 5.51
O=c1cc(CO)oc(I)c1O.[Dy+3], 5.59
O=c1cc(CO)oc(I)c1O.[Ho+3], 5.59
O=c1cc(CO)oc(I)c1O.[Er+3], 5.61
O=c1cc(CO)oc(I)c1O.[Tm+3], 5.68
O=c1cc(CO)oc(I)c1O.[Yb+3], 5.72
O=c1cc(CO)oc(I)c1O.[Lu+3], 5.71
O=c1cc(CO)oc(I)c1O.[Y+3], 5.43
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[La+3], 6.56
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Ce+3], 7.23
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Pr+3], 7.21
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Nd+3], 7.7
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Sm+3], 7.82
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Eu+3], 7.92
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Eu+2], 2.5
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Gd+3], 8.02
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Tb+3], 8.62
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Dy+3], 8.8
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Ho+3], 8.9
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Er+3], 8.99
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Tm+3], 9.26
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Yb+3], 9.4
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Lu+3], 9.5
O=C(O)CCC(NCCNC(CCC(=O)O)C(=O)O)C(=O)O.[Y+3], 8.5
O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-].[La+3], 6.59
CCCC(=O)O.[Ce+3], 2.77
CCCC(=O)O.[Nd+3], 2.92
COC(=O)CCS.[La+3], 2.44
COC(=O)CCS.[Ce+3], 2.32
COC(=O)CCS.[Pr+3], 2.52
COC(=O)CCS.[Sm+3], 2.8
CN(C)c1ccc(N=Nc2nccs2)c(O)c1.[Ho+3], 11.12
CC(=O)C(=O)O.[La+3], 1
CC(=O)C(=O)O.[Ce+3], 1.59
CC(=O)C(=O)O.[Pr+3], 1.72
CC(=O)C(=O)O.[Nd+3], 1.46
CC(=O)C(=O)O.[Sm+3], 1.53
CC(=O)C(=O)O.[Eu+3], 1.88
CC(=O)C(=O)O.[Gd+3], 1.67
CC(=O)C(=O)O.[Tb+3], 1.19
CC(=O)C(=O)O.[Dy+3], 1.27
CC(=O)C(=O)O.[Ho+3], 1.34
CC(=O)C(=O)O.[Er+3], 1.72
CC(=O)C(=O)O.[Tm+3], 1.89
CC(=O)C(=O)O.[Yb+3], 1.56
CC(=O)C(=O)O.[Lu+3], 1.83
O=C(O)c1ccoc1.[La+3], 1.48
O=C(O)c1ccoc1.[Pr+3], 1.59
O=C(O)c1ccoc1.[Nd+3], 1.61
O=C(O)c1ccoc1.[Sm+3], 1.67
O=C(O)c1ccoc1.[Eu+3], 1.67
O=C(O)c1ccoc1.[Gd+3], 1.64
O=C(O)c1ccoc1.[Tb+3], 1.6
O=C(O)c1ccoc1.[Dy+3], 1.51
O=C(O)c1ccoc1.[Ho+3], 1.5
O=C(O)c1ccoc1.[Er+3], 1.45
O=C(O)c1ccoc1.[Tm+3], 1.48
O=C(O)c1ccoc1.[Yb+3], 1.47
O=C(O)c1ccoc1.[Lu+3], 1.45
CNC(=O)CN1CCN(CC(=O)NC)CCN(CC(=O)NC)CCN(CC(=O)NC)CC1.[Eu+3], 13.17
CNC(=O)CN1CCN(CC(=O)NC)CCN(CC(=O)NC)CCN(CC(=O)NC)CC1.[Gd+3], 12.8
CNC(=O)CN1CCN(CC(=O)NC)CCN(CC(=O)NC)CCN(CC(=O)NC)CC1.[Gd+3], 12.8
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[La+3], 4.42
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Ce+3], 4.45
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Pr+3], 4.49
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Nd+3], 4.53
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Sm+3], 4.56
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Eu+3], 4.6
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Gd+3], 4.51
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Tb+3], 4.54
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Dy+3], 4.57
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Ho+3], 4.6
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Er+3], 4.64
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Yb+3], 4.67
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Lu+3], 4.68
O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O.[Y+3], 4.6
O=C(O)C(Cl)(Cl)Cl.[Ce+3], 0.26
O=C(O)C(Cl)(Cl)Cl.[Eu+3], 0.32
O=C(O)C(Cl)(Cl)Cl.[Tm+3], 0.23
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[La+3], 3.13
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Ce+3], 3.21
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Pr+3], 3.23
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Nd+3], 3.27
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Nd+3], 1.75
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Sm+3], 3.44
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Eu+3], 2.4
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Gd+3], 3.36
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Gd+3], 1.95
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Ho+3], 2
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Er+3], 3.49
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Yb+3], 3.68
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Yb+3], 2.3
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(=O)O.[Y+3], 3.3
O=C(O)CNC(CO)(CO)CO.[La+3], 5.02
O=C(O)CNC(CO)(CO)CO.[La+3], 4.99
O=C(O)CNC(CO)(CO)CO.[Ce+3], 5.41
O=C(O)CNC(CO)(CO)CO.[Ce+3], 5.4
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1.[La+3], 4.72
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1.[Ce+3], 4.8
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1.[Pr+3], 4.6
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1.[Eu+3], 4.91
CC(C)(CO)[C@@H](O)C(=O)O.[La+3], 2.81
CC(C)(CO)[C@@H](O)C(=O)O.[Ce+3], 3.08
CC(C)(CO)[C@@H](O)C(=O)O.[Pr+3], 3.23
CC(C)(CO)[C@@H](O)C(=O)O.[Nd+3], 3.37
CC(C)(CO)[C@@H](O)C(=O)O.[Sm+3], 3.52
CC(C)(CO)[C@@H](O)C(=O)O.[Eu+3], 3.49
CC(C)(CO)[C@@H](O)C(=O)O.[Gd+3], 3.42
CC(C)(CO)[C@@H](O)C(=O)O.[Tb+3], 3.31
CC(C)(CO)[C@@H](O)C(=O)O.[Ho+3], 3.33
CC(C)(CO)[C@@H](O)C(=O)O.[Er+3], 3.38
CC(C)(CO)[C@@H](O)C(=O)O.[Tm+3], 3.44
CC(C)(CO)[C@@H](O)C(=O)O.[Yb+3], 3.5
CC(C)(CO)[C@@H](O)C(=O)O.[Lu+3], 3.58
CC(C)(CO)[C@@H](O)C(=O)O.[Y+3], 3.18
CC(C)C[C@H](N)C(=O)NCC(=O)O.[Nd+3], 1.85
CC(C)CC(N)C(=O)NCC(=O)O.[Eu+3], 2.45
CC(C)CC(N)C(=O)NCC(=O)O.[Gd+3], 2.25
CC(C)CC(N)C(=O)NCC(=O)O.[Ho+3], 2.4
CC(C)CC(N)C(=O)NCC(=O)O.[Yb+3], 2.6
[O-]I(=O)=O.[Ce+3], 1.22
[O-]I(=O)=O.[Pm+3], 1.12
[O-]I(=O)=O.[Eu+3], 1.15
[O-]I(=O)=O.[Er+3], 1.26
[O-]I(=O)=O.[Tm+3], 1.33
[O-]I(=O)=O.[Yb+3], 1.18
O=C(O)C(Cl)Cl.[Ce+3], 0.66
O=C(O)C(Cl)Cl.[Eu+3], 0.76
O=C(O)C(Cl)Cl.[Tm+3], 0.53
CC(C)(S)[C@@H](N)C(=O)O.[La+3], 5.72
CC(C)(S)[C@@H](N)C(=O)O.[Ce+3], 5.5
CC(C)(S)[C@@H](N)C(=O)O.[Pr+3], 6.48
CC(C)(S)[C@@H](N)C(=O)O.[Pr+3], 5.47
CC(C)(S)[C@@H](N)C(=O)O.[Nd+3], 6.58
CC(C)(S)[C@@H](N)C(=O)O.[Nd+3], 5.85
CC(C)(S)[C@@H](N)C(=O)O.[Sm+3], 6.07
CC(C)(S)[C@@H](N)C(=O)O.[Eu+3], 6.06
CC(C)(S)[C@@H](N)C(=O)O.[Gd+3], 6.05
CC(C)(S)[C@@H](N)C(=O)O.[Tb+3], 6.06
CC(C)(S)[C@@H](N)C(=O)O.[Dy+3], 6.07
CC(C)(S)[C@@H](N)C(=O)O.[Ho+3], 6.06
CC(C)(S)[C@@H](N)C(=O)O.[Er+3], 5.94
CC(C)(S)[C@@H](N)C(=O)O.[Tm+3], 5.91
CC(C)(S)[C@@H](N)C(=O)O.[Yb+3], 6.95
CC(C)(S)[C@@H](N)C(=O)O.[Yb+3], 5.92
CC(C)(S)[C@@H](N)C(=O)O.[Lu+3], 5.93
CNC(P(=O)(O)O)P(=O)(O)O.[La+3], 10.79
O=C(O)Cc1ccccc1.[La+3], 1.74
O=C(O)Cc1ccccc1.[La+3], 1.74
O=C(O)Cc1ccccc1.[Pr+3], 2.04
O=C(O)Cc1ccccc1.[Pr+3], 2.04
O=C(O)Cc1ccccc1.[Nd+3], 2.09
O=C(O)Cc1ccccc1.[Nd+3], 4.3
O=C(O)Cc1ccccc1.[Nd+3], 2.09
O=C(O)Cc1ccccc1.[Sm+3], 2.13
O=C(O)Cc1ccccc1.[Sm+3], 2.13
O=C(O)Cc1ccccc1.[Eu+3], 2.06
O=C(O)Cc1ccccc1.[Eu+3], 2.06
O=C(O)Cc1ccccc1.[Gd+3], 1.96
O=C(O)Cc1ccccc1.[Gd+3], 1.96
O=C(O)Cc1ccccc1.[Tb+3], 1.82
O=C(O)Cc1ccccc1.[Tb+3], 1.82
O=C(O)Cc1ccccc1.[Dy+3], 1.77
O=C(O)Cc1ccccc1.[Dy+3], 1.77
O=C(O)Cc1ccccc1.[Ho+3], 1.77
O=C(O)Cc1ccccc1.[Ho+3], 1.77
O=C(O)Cc1ccccc1.[Er+3], 1.7
O=C(O)Cc1ccccc1.[Er+3], 1.7
O=C(O)Cc1ccccc1.[Tm+3], 1.73
O=C(O)Cc1ccccc1.[Tm+3], 1.73
O=C(O)Cc1ccccc1.[Yb+3], 1.8
O=C(O)Cc1ccccc1.[Yb+3], 1.8
O=C(O)Cc1ccccc1.[Lu+3], 1.82
O=C(O)Cc1ccccc1.[Lu+3], 1.82
O=C(O)CCc1ccccc1.[Pr+3], 2.08
O=C(O)CCc1ccccc1.[Pr+3], 2.08
O=C(O)CCc1ccccc1.[Nd+3], 2.16
O=C(O)CCc1ccccc1.[Nd+3], 2.16
O=C(O)CCc1ccccc1.[Sm+3], 2.19
O=C(O)CCc1ccccc1.[Sm+3], 2.19
O=C(O)CCc1ccccc1.[Eu+3], 2.18
O=C(O)CCc1ccccc1.[Eu+3], 2.18
O=C(O)CCc1ccccc1.[Dy+3], 1.96
O=C(O)CCc1ccccc1.[Dy+3], 1.96
O=C(O)CCc1ccccc1.[Er+3], 1.89
O=C(O)CCc1ccccc1.[Er+3], 1.89
O=C(O)CCc1ccccc1.[Tm+3], 1.91
O=C(O)CCc1ccccc1.[Tm+3], 1.91
O=C(O)CCc1ccccc1.[Yb+3], 1.98
O=C(O)CCc1ccccc1.[Yb+3], 1.98
O=C(O)c1ccc(O)cc1.[La+3], 1.71
O=C(O)c1ccc(O)cc1.[Nd+3], 1.83
O=C(O)c1ccc(O)cc1.[Sm+3], 1.93
O=C(O)c1ccc(O)cc1.[Eu+3], 1.89
O=C(O)c1ccc(O)cc1.[Gd+3], 1.85
O=C(O)c1ccc(O)cc1.[Dy+3], 1.64
O=C(O)c1ccc(O)cc1.[Ho+3], 1.72
O=C(O)c1ccc(O)cc1.[Er+3], 1.7
O=C(O)c1ccc(O)cc1.[Yb+3], 1.69
