
0.0, 0.0, 0.0, 92.0, 0.0, 0.0, 16.76521447467876, 8.42151455026455, 5.996388888888889, -1.0003703703703704, -0.8514351851851856, 3.3353543083900226, 0.0, 0.0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 195.0, 22.5, 138.90547, 6.15, 215.0, 0.47, 8.5, 5.5769, 11.18492, 19.1773
0.0, 0.0, 0.0, 92.0, 0.0, 0.0, 16.76521447467876, 8.42151455026455, 5.996388888888889, -1.0003703703703704, -0.8514351851851856, 3.3353543083900226, 0.0, 0.0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 185.0, 20.8, 140.90766, 6.773, 216.0, 0.9620000000000001, 11.3, 5.473, 10.55, 21.6237
0.0, 0.0, 0.0, 92.0, 0.0, 0.0, 16.76521447467876, 8.42151455026455, 5.996388888888889, -1.0003703703703704, -0.8514351851851856, 3.3353543083900226, 0.0, 0.0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 185.0, 20.6, 144.242, 7.01, 208.0, 1.916, 7.1, 5.525, 10.72, 22.14
0.0, 0.0, 0.0, 92.0, 0.0, 0.0, 16.76521447467876, 8.42151455026455, 5.996388888888889, -1.0003703703703704, -0.8514351851851856, 3.3353543083900226, 0.0, 0.0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 185.0, 19.9, 150.36, 7.52, 192.0, 0.43769735, 8.9, 5.64371, 11.07, 23.4
0.0, 0.0, 0.0, 92.0, 0.0, 0.0, 16.76521447467876, 8.42151455026455, 5.996388888888889, -1.0003703703703704, -0.8514351851851856, 3.3353543083900226, 0.0, 0.0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 180.0, 19.9, 157.25, 7.9, 158.0, 0.43769735, 14.87056, 6.149796, 12.09, 20.63
0.0, 0.0, 0.0, 92.0, 0.0, 0.0, 16.76521447467876, 8.42151455026455, 5.996388888888889, -1.0003703703703704, -0.8514351851851856, 3.3353543083900226, 0.0, 0.0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 175.0, 19.0, 162.5, 8.55, 163.0, 0.35200000000000004, 14.87056, 5.93905, 11.67, 22.93
0.0, 0.0, 0.0, 92.0, 0.0, 0.0, 16.76521447467876, 8.42151455026455, 5.996388888888889, -1.0003703703703704, -0.8514351851851856, 3.3353543083900226, 0.0, 0.0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 175.0, 18.4, 167.259, 9.07, 150.0, 0.43769735, 14.87056, 6.1077, 11.93, 22.74
0.0, 0.0, 0.0, 92.0, 0.0, 0.0, 16.76521447467876, 8.42151455026455, 5.996388888888889, -1.0003703703703704, -0.8514351851851856, 3.3353543083900226, 0.0, 0.0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 175.0, 24.8, 173.045, 6.9, 139.0, -0.02, 3.35, 6.25416, 12.179184, 25.053
0.0, 0.0, 0.0, 63.32000000000001, 0.0, 0.0, 10.378641817838247, 8.518311602418745, 6.300260770975058, -0.9593953136810278, 8.543755196523053, 0.38509259259259254, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 195.0, 22.5, 138.90547, 6.15, 215.0, 0.47, 8.5, 5.5769, 11.18492, 19.1773
0.0, 0.0, 0.0, 63.32000000000001, 0.0, 0.0, 10.378641817838247, 8.518311602418745, 6.300260770975058, -0.9593953136810278, 8.543755196523053, 0.38509259259259254, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 195.0, 22.5, 138.90547, 6.15, 215.0, 0.47, 8.5, 5.5769, 11.18492, 19.1773
0.0, 0.0, 0.0, 63.32000000000001, 0.0, 0.0, 10.378641817838247, 8.518311602418745, 6.300260770975058, -0.9593953136810278, 8.543755196523053, 0.38509259259259254, 0.0, 0.0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 195.0, 22.5, 138.90547, 6.15, 215.0, 0.47, 8.5, 5.5769, 11.18492, 19.1773
