I_in, Z_lig, Z_met, nrot, met_r, met_CN, E_strain, G_solv, rdhE, rdhC
-1.0, 3.0, 1.163, 9.0, 1.9, 775.6, 4.25, 0.444,0.0, 0.0, 0.0, 31.070000000000004, 59.08381472033258, -2.6889909297052155, 11.652894935752077, 0.0, -0.43553240740740695, -1.2201388888888878, -2.3116973733938013, 0.0, 0.0, -2.6636833900226757, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 3.0, 1.213, 9.0, 1.92, 751.7, 3.85, 0.41,0.0, 0.0, 0.0, 31.070000000000004, 59.08381472033258, -2.6889909297052155, 11.652894935752077, 0.0, -0.43553240740740695, -1.2201388888888878, -2.3116973733938013, 0.0, 0.0, -2.6636833900226757, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 2.0, 0.621, 6.0, 1.16, 480.4, 1.26, 0.455,0.0, 0.0, 0.0, 31.070000000000004, 58.11296272675737, 0.24976615646258482, 11.577374102418744, 0.0, -0.5110532407407404, -1.4886574074074068, -2.5174496882086164, 0.0, 0.0, -2.797942649281935, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 3.0, 1.092, 9.0, 1.89, 803.1, 4.45, 0.48,0.0, 0.0, 0.0, 31.070000000000004, 58.90526722726127, -2.148529856387, 11.639006046863189, 0.0, -0.4494212962962958, -1.2695216049382707, -2.349536879566641, 0.0, 0.0, -2.688374748047367, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 3.0, 1.043, 8.0, 1.74, 818.6, 4.69, 0.466,0.0, 0.0, 0.0, 31.070000000000004, 58.771356607457804, -1.7431840513983368, 11.628589380196523, 0.0, -0.4598379629629623, -1.306558641975308, -2.3779165091962704, 0.0, 0.0, -2.706893266565886, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 2.0, 1.013, 6.0, 1.88, 419.5, 1.1, 0.265,0.0, 0.0, 0.0, 31.070000000000004, 59.08917114512472, -2.7052047619047626, 11.653311602418745, 0.0, -0.4351157407407402, -1.2186574074074064, -2.3105621882086163, 0.0, 0.0, -2.662942649281935, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 3.0, 1.142, 9.0, 1.89, 783.9, 4.34, 0.456,0.0, 0.0, 0.0, 31.070000000000004, 59.03917784706476, -2.5538756613756615, 11.649422713529855, 0.0, -0.4390046296296293, -1.2324845679012335, -2.321157249937011, 0.0, 0.0, -2.6698562295288486, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 3.0, 1.115, 9.0, 1.88, 794.7, 4.39, 0.473,0.0, 0.0, 0.0, 31.070000000000004, 58.949904100529096, -2.2836451247165535, 11.642478269085412, 0.0, -0.44594907407407347, -1.257175925925925, -2.340077003023431, 0.0, 0.0, -2.6822019085411943, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 3.0, 1.03, 8.0, 1.73, 829.4, 4.74, 0.471,0.0, 0.0, 0.0, 31.070000000000004, 58.72671973418998, -1.6080687830687825, 11.6251171579743, 0.0, -0.46331018518518463, -1.3189043209876536, -2.3873763857394805, 0.0, 0.0, -2.7130661060720587, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 2.0, 0.745, 6.0, 1.47, 467.3, 1.43, 0.268,0.0, 0.0, 0.0, 31.070000000000004, 59.01685941043084, -2.486318027210884, 11.647686602418744, 0.0, -0.44074074074074043, -1.2386574074074068, -2.3258871882086165, 0.0, 0.0, -2.6729426492819353, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 4.0, 1.08, 9.0, 1.91, 1389.8, 8.44, 0.925,0.0, 0.0, 0.0, 31.070000000000004, 59.08654759012449, -2.6972632930723313, 11.65310752078609, 0.0, -0.4353198223733934, -1.2193830309901732, -2.3111181972789105, 0.0, 0.0, -2.6633054610733184, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 3.0, 1.081, 9.0, 1.88, 806.6, 4.57, 0.475,0.0, 0.0, 0.0, 31.070000000000004, 58.86063035399344, -2.0134145880574454, 11.635533824640966, 0.0, -0.4528935185185181, -1.2818672839506164, -2.3589967561098506, 0.0, 0.0, -2.69454758755354, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 3.0, 1.016, 8.0, 1.73, 835.3, 4.76, 0.474,0.0, 0.0, 0.0, 31.070000000000004, 58.68208286092215, -1.4729535147392294, 11.621644935752077, 0.0, -0.46678240740740695, -1.3312499999999985, -2.39683626228269, 0.0, 0.0, -2.7192389455782315, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 2.0, 1.316, 8.0, 1.98, 340.1, 2.05, 0.395,0.0, 0.0, 0.0, 31.070000000000004, 59.03917784706476, -2.5538756613756615, 11.649422713529855, 0.0, -0.4390046296296293, -1.2324845679012335, -2.321157249937011, 0.0, 0.0, -2.6698562295288486, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 2.0, 0.699, 6.0, 1.41, 473.2, 1.3, 0.264,0.0, 0.0, 0.0, 31.070000000000004, 58.213395691609975, -0.05424319727891147, 11.585186602418744, 0.0, -0.5032407407407404, -1.4608796296296283, -2.4961649659863943, 0.0, 0.0, -2.7840537603930464, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1.0, 3.0, 1.053, 8.0, 1.75, 812.6, 4.66, 0.47,0.0, 0.0, 0.0, 31.070000000000004, 58.81599348072562, -1.878299319727891, 11.632061602418744, 0.0, -0.45636574074074043, -1.2942129629629622, -2.3684566326530603, 0.0, 0.0, -2.700720427059713, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
