smiles, logK
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Sc+3], 5.69
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Mn+2], 2.17
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Zn+2], 2.60
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Er+3], 4.44
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Co+2], 2.28
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Cu+2], 3.34
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Fe+3], 8.89
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Be+2], 3.94
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Gd+3], 5.89
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Sr+2], 1.64
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Pr+3], 4.52
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[La+3], 4.08
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Ba+2], 2.04
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Mg+2], 2.18
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Pb+2], 3.83
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Eu+3], 4.08
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Cd+2], 2.90
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Th+4], 8.63
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Lu+3], 4.51
[H]C([H])(C(=O)[O-])C([H])([H])C([H])([H])C(=O)[O-]->[Ca+2], 1.88
[H]c1c([H])c([H])c([O-]->[Ag+])c([H])c1[H], 0.53
[H]c1c([H])c([H])c([O-]->[La+3])c([H])c1[H], 2.18
[H]c1c([H])c([H])c([O-]->[Hg+2])c([H])c1[H], 8.85
[H]c1c([H])c([H])c([O-]->[Fe+3])c([H])c1[H], 8.47
[H]c1c([H])c([H])c([O-]->[Sc+3])c([H])c1[H], 7.84
[H]c1c([H])c([H])c([O-]->[Th+4])c([H])c1[H], 9.34
[H]c1c([H])c([H])c([O-]->[U+2])c([H])c1[H], 6.25
[H]c1c([H])c([H])c([O-]->[Y+3])c([H])c1[H], 3.07
[H]C1([H])C([H])([H])N([H])([H])->[Cu+2]<-N1([H])[H], 10.51
[H]C1([H])C([H])([H])N([H])([H])->[Ag+]<-N1([H])[H], 5.02
[H]C1([H])C([H])([H])N([H])([H])->[Ni+2]<-N1([H])[H], 7.49
[H]C1([H])C([H])([H])N([H])([H])->[Hg+2]<-N1([H])[H], 14.23
[H]C1([H])C([H])([H])N([H])([H])->[Pb+2]<-N1([H])[H], 5.07
[H]C1([H])C([H])([H])N([H])([H])->[Cd+2]<-N1([H])[H], 5.54
[H]C1([H])C([H])([H])N([H])([H])->[Fe+2]<-N1([H])[H], 4.33
[H]C1([H])C([H])([H])N([H])([H])->[Mg+2]<-N1([H])[H], 0.37
[H]C1([H])C([H])([H])N([H])([H])->[Ga+3]<-N1([H])[H], 12.72
[H]C1([H])C([H])([H])N([H])([H])->[Ca+2]<-N1([H])[H], 0.09
[H]C1([H])C([H])([H])N([H])([H])->[Mn+2]<-N1([H])[H], 2.78
[H]C1([H])C([H])([H])N([H])([H])->[Co+2]<-N1([H])[H], 5.72
[H]C1([H])C([H])([H])N([H])([H])->[Cr+2]<-N1([H])[H], 5.32
[H]C1([H])C([H])([H])N([H])([H])->[Zn+2]<-N1([H])[H], 5.83
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Co+2]<-N2([H])[H])c([H])c1[H], 4.63
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Fe+3]<-N2([H])[H])c([H])c1[H], 9.82
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Th+4]<-N2([H])[H])c([H])c1[H], 8.74
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Ni+2]<-N2([H])[H])c([H])c1[H], 5.60
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Zn+2]<-N2([H])[H])c([H])c1[H], 5.05
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Pd+2]<-N2([H])[H])c([H])c1[H], 9.96
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Cd+2]<-N2([H])[H])c([H])c1[H], 4.47
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Cu+2]<-N2([H])[H])c([H])c1[H], 8.18
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Mg+2]<-N2([H])[H])c([H])c1[H], 2.14
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[V+2]<-N2([H])[H])c([H])c1[H], 8.30
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Fe+2]<-N2([H])[H])c([H])c1[H], 3.87
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[U+2]<-N2([H])[H])c([H])c1[H], 7.10
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Pb+2]<-N2([H])[H])c([H])c1[H], 4.63
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Y+3]<-N2([H])[H])c([H])c1[H], 5.94
[H]c1c([H])c([H])c(C([H])([H])C2([H])C(=O)[O-]->[Mn+2]<-N2([H])[H])c([H])c1[H], 2.83
[H]c1c([H])c2n(->[Ba+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 2.50
[H]c1c([H])c2n(->[Sr+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 2.55
[H]c1c([H])c2n(->[Co+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 4.92
[H]c1c([H])c2n(->[Cu+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 6.61
[H]c1c([H])c2n(->[Mg+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 2.45
[H]c1c([H])c2n(->[V+3]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 6.80
[H]c1c([H])c2n(->[Ag+]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 4.07
[H]c1c([H])c2n(->[Ca+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 2.70
[H]c1c([H])c2n(->[Cd+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 4.85
[H]c1c([H])c2n(->[Mn+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 3.80
[H]c1c([H])c2n(->[Zn+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 4.77
[H]c1c([H])c2n(->[Fe+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 4.55
[H]c1c([H])c2n(->[Ni+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 5.46
[H]c1c([H])c2n(->[V+2]<-[O-]C2=O)c(C([H])([H])[H])c1[H], 5.68
[H]C1([H])C(=O)[O-]->[Mg+2]<-N([H])([H])C1([H])[H], 2.02
[H]C1([H])C(=O)[O-]->[Ni+2]<-N([H])([H])C1([H])[H], 5.09
[H]C1([H])C(=O)[O-]->[Cr+2]<-N([H])([H])C1([H])[H], 4.50
[H]C1([H])C(=O)[O-]->[Co+2]<-N([H])([H])C1([H])[H], 4.06
[H]C1([H])C(=O)[O-]->[Cu+2]<-N([H])([H])C1([H])[H], 7.48
[H]C1([H])C(=O)[O-]->[Zn+2]<-N([H])([H])C1([H])[H], 4.60
[H]C1([H])C(=O)[O-]->[In+3]<-N([H])([H])C1([H])[H], 8.67
[H]C1([H])C(=O)[O-]->[Ag+]<-N([H])([H])C1([H])[H], 3.82
[H]C1([H])C(=O)[O-]->[Mn+2]<-N([H])([H])C1([H])[H], 3.15
[H]C1([H])C(=O)[O-]->[Cr+3]<-N([H])([H])C1([H])[H], 10.36
[H]C1([H])C(=O)[O-]->[U+2]<-N([H])([H])C1([H])[H], 8.38
[H]C1([H])C(=O)[O-]->[Ca+2]<-N([H])([H])C1([H])[H], 2.15
[H]C1([H])C(=O)[O-]->[V+2]<-N([H])([H])C1([H])[H], 8.34
[H]C1=C([H])C(=O)[O-]->[Mg+2]<-[O-]C1=O, 2.30
[H]C1=C([H])C(=O)[O-]->[Co+2]<-[O-]C1=O, 3.92
[H]C1=C([H])C(=O)[O-]->[U+2]<-[O-]C1=O, 5.90
[H]C1=C([H])C(=O)[O-]->[Zn+2]<-[O-]C1=O, 3.06
[H]C1=C([H])C(=O)[O-]->[Th+4]<-[O-]C1=O, 8.79
[H]C1=C([H])C(=O)[O-]->[Sc+3]<-[O-]C1=O, 7.33
[H]C1=C([H])C(=O)[O-]->[Be+2]<-[O-]C1=O, 5.28
[H]C1=C([H])C(=O)[O-]->[V+2]<-[O-]C1=O, 5.31
[H]C1=C([H])C(=O)[O-]->[Ca+2]<-[O-]C1=O, 2.47
[H]C1=C([H])C(=O)[O-]->[Cr+3]<-[O-]C1=O, 6.75
[H]C1=C([H])C(=O)[O-]->[Nd+3]<-[O-]C1=O, 4.91
[H]C1=C([H])C(=O)[O-]->[Na+]<-[O-]C1=O, 1.28
[H]C1=C([H])C(=O)[O-]->[Ho+3]<-[O-]C1=O, 4.92
[H]C1=C([H])C(=O)[O-]->[Cu+2]<-[O-]C1=O, 4.32
[H]C1=C([H])C(=O)[O-]->[Ba+2]<-[O-]C1=O, 2.30
[H]C1=C([H])C(=O)[O-]->[In+3]<-[O-]C1=O, 6.52
[H]C1=C([H])C(=O)[O-]->[Y+3]<-[O-]C1=O, 4.96
[H]C1=C([H])C(=O)[O-]->[Yb+3]<-[O-]C1=O, 4.88
[H]C1=C([H])C(=O)[O-]->[Pr+3]<-[O-]C1=O, 4.87
[H]C1=C([H])C(=O)[O-]->[Cd+2]<-[O-]C1=O, 3.27
[H]C1=C([H])C(=O)[O-]->[Mn+2]<-[O-]C1=O, 2.72
[H]C1=C([H])C(=O)[O-]->[Dy+3]<-[O-]C1=O, 5.15
[H]C1=C([H])C(=O)[O-]->[Al+3]<-[O-]C1=O, 6.45
[H]C1=C([H])C(=O)[O-]->[Pu+2]<-[O-]C1=O, 5.47
[H]C1=C([H])C(=O)[O-]->[La+3]<-[O-]C1=O, 4.69
[H]C1=C([H])C(=O)[O-]->[Er+3]<-[O-]C1=O, 4.89
[H]C1=C([H])C(=O)[O-]->[Sm+3]<-[O-]C1=O, 5.06
[H]C1=C([H])C(=O)[O-]->[Sr+2]<-[O-]C1=O, 2.14
[H]C1=C([H])C(=O)[O-]->[Ni+2]<-[O-]C1=O, 2.75
[H]C1=C([H])C(=O)[O-]->[Lu+3]<-[O-]C1=O, 4.94
[H]C1=C([H])C(=O)[O-]->[Tb+3]<-[O-]C1=O, 5.09
[H]C1=C([H])C(=O)[O-]->[Tm+3]<-[O-]C1=O, 4.97
[H]C1=C([H])C(=O)[O-]->[K+]<-[O-]C1=O, 1.21
[H]C1=C([H])C(=O)[O-]->[Pb+2]<-[O-]C1=O, 3.91
[H]C1=C([H])C(=O)[O-]->[Gd+3]<-[O-]C1=O, 5.14
[H]C1=C([H])C(=O)[O-]->[Eu+3]<-[O-]C1=O, 5.06
[H]C1=C([H])C(=O)[O-]->[Li+]<-[O-]C1=O, 1.36
[H]c1c([H])c([H])c(C(=O)[O-]->[Ho+3])c([H])c1[H], 2.68
[H]c1c([H])c([H])c(C(=O)[O-]->[Ag+])c([H])c1[H], 1.02
[H]c1c([H])c([H])c(C(=O)[O-]->[Gd+3])c([H])c1[H], 2.75
[H]c1c([H])c([H])c(C(=O)[O-]->[Pb+2])c([H])c1[H], 2.56
[H]c1c([H])c([H])c(C(=O)[O-]->[Pr+3])c([H])c1[H], 2.73
[H]c1c([H])c([H])c(C(=O)[O-]->[Lu+3])c([H])c1[H], 2.59
[H]c1c([H])c([H])c(C(=O)[O-]->[Mn+2])c([H])c1[H], 1.23
[H]c1c([H])c([H])c(C(=O)[O-]->[Zn+2])c([H])c1[H], 1.48
[H]c1c([H])c([H])c(C(=O)[O-]->[Eu+3])c([H])c1[H], 2.83
[H]c1c([H])c([H])c(C(=O)[O-]->[Tm+3])c([H])c1[H], 2.63
[H]c1c([H])c([H])c(C(=O)[O-]->[La+3])c([H])c1[H], 2.59
[H]c1c([H])c([H])c(C(=O)[O-]->[Tb+3])c([H])c1[H], 2.62
[H]c1c([H])c([H])c(C(=O)[O-]->[U+2])c([H])c1[H], 3.06
[H]c1c([H])c([H])c(C(=O)[O-]->[Ni+2])c([H])c1[H], 1.25
[H]c1c([H])c([H])c(C(=O)[O-]->[Cu+2])c([H])c1[H], 2.13
[H]c1c([H])c([H])c(C(=O)[O-]->[Cd+2])c([H])c1[H], 1.68
[H]c1c([H])c([H])c(C(=O)[O-]->[Sm+3])c([H])c1[H], 2.88
[H]c1c([H])c([H])c(C(=O)[O-]->[Er+3])c([H])c1[H], 2.59
[H]c1c([H])c([H])c(C(=O)[O-]->[Yb+3])c([H])c1[H], 2.61
[H]c1c([H])c([H])c(C(=O)[O-]->[Nd+3])c([H])c1[H], 2.82
[H]c1c([H])c([H])c(C(=O)[O-]->[Co+2])c([H])c1[H], 1.17
[H]c1c([H])c([H])c(C(=O)[O-]->[Dy+3])c([H])c1[H], 2.63
[H]C1([H])C(=O)[O-]->[Sc+3]<-[O-]C1=O, 7.92
[H]C1([H])C(=O)[O-]->[U+2]<-[O-]C1=O, 6.48
[H]C1([H])C(=O)[O-]->[Nd+3]<-[O-]C1=O, 5.44
[H]C1([H])C(=O)[O-]->[Sm+3]<-[O-]C1=O, 5.68
[H]C1([H])C(=O)[O-]->[Al+3]<-[O-]C1=O, 7.56
[H]C1([H])C(=O)[O-]->[Eu+3]<-[O-]C1=O, 5.52
[H]C1([H])C(=O)[O-]->[Pr+3]<-[O-]C1=O, 5.56
[H]C1([H])C(=O)[O-]->[Co+2]<-[O-]C1=O, 3.78
[H]C1([H])C(=O)[O-]->[Ce+3]<-[O-]C1=O, 5.23
[H]C1([H])C(=O)[O-]->[Mg+2]<-[O-]C1=O, 2.85
[H]C1([H])C(=O)[O-]->[Mn+2]<-[O-]C1=O, 3.42
[H]C1([H])C(=O)[O-]->[Dy+3]<-[O-]C1=O, 5.76
[H]C1([H])C(=O)[O-]->[Th+4]<-[O-]C1=O, 9.98
[H]C1([H])C(=O)[O-]->[La+3]<-[O-]C1=O, 5.16
[H]C1([H])C(=O)[O-]->[Ho+3]<-[O-]C1=O, 5.71
[H]C1([H])C(=O)[O-]->[Ca+2]<-[O-]C1=O, 2.53
[H]C1([H])C(=O)[O-]->[Yb+3]<-[O-]C1=O, 5.80
[H]C1([H])C(=O)[O-]->[Cr+2]<-[O-]C1=O, 4.81
[H]C1([H])C(=O)[O-]->[Ga+3]<-[O-]C1=O, 8.65
[H]C1([H])C(=O)[O-]->[Pb+2]<-[O-]C1=O, 3.87
[H]C1([H])C(=O)[O-]->[Li+]<-[O-]C1=O, 1.36
[H]C1([H])C(=O)[O-]->[Cu+2]<-[O-]C1=O, 6.02
[H]C1([H])C(=O)[O-]->[Ni+2]<-[O-]C1=O, 4.33
[H]C1([H])C(=O)[O-]->[Pu+2]<-[O-]C1=O, 6.06
[H]C1([H])C(=O)[O-]->[Lu+3]<-[O-]C1=O, 5.87
[H]C1([H])C(=O)[O-]->[Cr+3]<-[O-]C1=O, 7.79
[H]C1([H])C(=O)[O-]->[Cd+2]<-[O-]C1=O, 3.32
[H]C1([H])C(=O)[O-]->[Tm+3]<-[O-]C1=O, 5.73
[H]C1([H])C(=O)[O-]->[Tb+3]<-[O-]C1=O, 5.73
[H]C1([H])C(=O)[O-]->[Gd+3]<-[O-]C1=O, 5.62
[H]C1([H])C(=O)[O-]->[Er+3]<-[O-]C1=O, 5.70
[H]C1([H])C(=O)[O-]->[Be+2]<-[O-]C1=O, 6.42
[H]C1([H])C(=O)[O-]->[Sr+2]<-[O-]C1=O, 2.27
[H]C1([H])C(=O)[O-]->[Fe+3]<-[O-]C1=O, 9.43
[H]C1([H])C(=O)[O-]->[V+2]<-[O-]C1=O, 6.75
[H]C1([H])C(=O)[O-]->[Fe+2]<-[O-]C1=O, 3.43
[H]C1([H])C(=O)[O-]->[Ba+2]<-[O-]C1=O, 2.24
[H]C1([H])C(=O)[O-]->[In+3]<-[O-]C1=O, 7.11
[H]C1([H])C(=O)[O-]->[Zn+2]<-[O-]C1=O, 3.74
[H]C1([H])C(=O)[O-]->[Y+3]<-[O-]C1=O, 5.75
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Ni+2]<-n(c1C([H])([H])[H])c2c34, 5.00
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Cd+2]<-n(c1C([H])([H])[H])c2c34, 4.10
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Co+2]<-n(c1C([H])([H])[H])c2c34, 4.20
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Cu+2]<-n(c1C([H])([H])[H])c2c34, 5.20
[H]c1c([H])c2c([H])c([H])c3c([H])c([H])c(C([H])([H])[H])n4->[Zn+2]<-n(c1C([H])([H])[H])c2c34, 4.10
[H]c1c([H])c([H])n2->[Ag+]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 3.11
[H]c1c([H])c([H])n2->[Co+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 5.84
[H]c1c([H])c([H])n2->[Sr+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], -0.17
[H]c1c([H])c([H])n2->[Ni+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 6.99
[H]c1c([H])c([H])n2->[Cr+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 4.88
[H]c1c([H])c([H])n2->[Ba+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], -0.27
[H]c1c([H])c([H])n2->[Mg+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 0.45
[H]c1c([H])c([H])n2->[Pb+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 2.99
[H]c1c([H])c([H])n2->[Mn+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 4.61
[H]c1c([H])c([H])n2->[U+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 3.68
[H]c1c([H])c([H])n2->[Ga+3]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 4.54
[H]c1c([H])c([H])n2->[In+3]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 4.75
[H]c1c([H])c([H])n2->[Cd+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 4.32
[H]c1c([H])c([H])n2->[V+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 5.00
[H]c1c([H])c([H])n2->[Cu+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 8.03
[H]c1c([H])c([H])n2->[Zn+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 5.11
[H]c1c([H])c([H])n2->[Hg+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 9.64
[H]c1c([H])c([H])n2->[Fe+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], 4.20
[H]c1c([H])c([H])n2->[Ca+2]<-n3c([H])c([H])c([H])c([H])c3-c2c1[H], -0.03
[H]C([H])=C1C(=O)[O-]->[Tb+3]<-[O-]C(=O)C1([H])[H], 4.76
[H]C([H])=C1C(=O)[O-]->[V+2]<-[O-]C(=O)C1([H])[H], 4.81
[H]C([H])=C1C(=O)[O-]->[Mn+2]<-[O-]C(=O)C1([H])[H], 2.35
[H]C([H])=C1C(=O)[O-]->[Zn+2]<-[O-]C(=O)C1([H])[H], 2.69
[H]C([H])=C1C(=O)[O-]->[Be+2]<-[O-]C(=O)C1([H])[H], 4.45
[H]C([H])=C1C(=O)[O-]->[Ho+3]<-[O-]C(=O)C1([H])[H], 4.51
[H]C([H])=C1C(=O)[O-]->[Sc+3]<-[O-]C(=O)C1([H])[H], 6.41
[H]C([H])=C1C(=O)[O-]->[Pb+2]<-[O-]C(=O)C1([H])[H], 3.71
[H]C([H])=C1C(=O)[O-]->[Nd+3]<-[O-]C(=O)C1([H])[H], 4.69
[H]C([H])=C1C(=O)[O-]->[Y+3]<-[O-]C(=O)C1([H])[H], 4.61
[H]C([H])=C1C(=O)[O-]->[Er+3]<-[O-]C(=O)C1([H])[H], 4.76
[H]C([H])=C1C(=O)[O-]->[Sm+3]<-[O-]C(=O)C1([H])[H], 4.81
[H]C([H])=C1C(=O)[O-]->[Lu+3]<-[O-]C(=O)C1([H])[H], 4.58
[H]C([H])=C1C(=O)[O-]->[La+3]<-[O-]C(=O)C1([H])[H], 4.32
[H]C([H])=C1C(=O)[O-]->[Ni+2]<-[O-]C(=O)C1([H])[H], 2.65
[H]C([H])=C1C(=O)[O-]->[Gd+3]<-[O-]C(=O)C1([H])[H], 4.78
[H]C([H])=C1C(=O)[O-]->[Sr+2]<-[O-]C(=O)C1([H])[H], 2.00
[H]C([H])=C1C(=O)[O-]->[Yb+3]<-[O-]C(=O)C1([H])[H], 4.48
[H]C([H])=C1C(=O)[O-]->[Dy+3]<-[O-]C(=O)C1([H])[H], 4.65
[H]C([H])=C1C(=O)[O-]->[Eu+3]<-[O-]C(=O)C1([H])[H], 4.93
[H]C([H])=C1C(=O)[O-]->[U+2]<-[O-]C(=O)C1([H])[H], 5.68
[H]C([H])=C1C(=O)[O-]->[Cd+2]<-[O-]C(=O)C1([H])[H], 3.07
[H]C([H])=C1C(=O)[O-]->[Ca+2]<-[O-]C(=O)C1([H])[H], 2.24
[H]C([H])=C1C(=O)[O-]->[Pr+3]<-[O-]C(=O)C1([H])[H], 4.68
[H]C([H])=C1C(=O)[O-]->[Cu+2]<-[O-]C(=O)C1([H])[H], 3.89
[H]C([H])=C1C(=O)[O-]->[Ce+3]<-[O-]C(=O)C1([H])[H], 4.49
[H]C([H])=C1C(=O)[O-]->[Co+2]<-[O-]C(=O)C1([H])[H], 2.26
[H]C([H])=C1C(=O)[O-]->[Tm+3]<-[O-]C(=O)C1([H])[H], 4.39
[H]c1c([H])c([H])n2->[Cu+2]<-N([H])(C([H])([H])[H])C([H])([H])c2c1[H], 9.12
[H]c1c([H])c([H])n2->[Cd+2]<-N([H])(C([H])([H])[H])C([H])([H])c2c1[H], 4.54
[H]c1c([H])c([H])n2->[Co+2]<-N([H])(C([H])([H])[H])C([H])([H])c2c1[H], 5.18
[H]c1c([H])c([H])n2->[Fe+2]<-N([H])(C([H])([H])[H])C([H])([H])c2c1[H], 3.53
[H]c1c([H])c([H])n2->[Zn+2]<-N([H])(C([H])([H])[H])C([H])([H])c2c1[H], 4.91
[H]c1c([H])c([H])n2->[Ni+2]<-N([H])(C([H])([H])[H])C([H])([H])c2c1[H], 6.84
[H]C1=O->[Mg+2]<-[O-]c2c([H])c([H])c([H])c([H])c21, 2.36
[H]C1=O->[Zn+2]<-[O-]c2c([H])c([H])c([H])c([H])c21, 3.43
[H]C1=O->[La+3]<-[O-]c2c([H])c([H])c([H])c([H])c21, 4.07
[H]C1=O->[Cd+2]<-[O-]c2c([H])c([H])c([H])c([H])c21, 2.24
[H]C1=O->[Ca+2]<-[O-]c2c([H])c([H])c([H])c([H])c21, 1.55
[H]C1=O->[Pb+2]<-[O-]c2c([H])c([H])c([H])c([H])c21, 3.68
[H]C1=O->[Co+2]<-[O-]c2c([H])c([H])c([H])c([H])c21, 3.86
[H]C1=O->[Mn+2]<-[O-]c2c([H])c([H])c([H])c([H])c21, 2.77
[H]C1=O->[Y+3]<-[O-]c2c([H])c([H])c([H])c([H])c21, 5.01
[H]C1=O->[Cu+2]<-[O-]c2c([H])c([H])c([H])c([H])c21, 6.01
[H]C1=O->[Ni+2]<-[O-]c2c([H])c([H])c([H])c([H])c21, 4.25
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[Zn+2]<-N2([H])C1([H])[H], 5.72
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[Co+2]<-N2([H])C1([H])[H], 5.46
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[U+2]<-N2([H])C1([H])[H], 8.23
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[Cu+2]<-N2([H])C1([H])[H], 9.26
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[Ni+2]<-N2([H])C1([H])[H], 5.94
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[Fe+3]<-N2([H])C1([H])[H], 10.92
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[Mn+2]<-N2([H])C1([H])[H], 3.57
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[Ag+]<-N2([H])C1([H])[H], 4.06
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[Cd+2]<-N2([H])C1([H])[H], 5.04
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[In+3]<-N2([H])C1([H])[H], 9.34
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[Th+4]<-N2([H])C1([H])[H], 10.61
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[V+2]<-N2([H])C1([H])[H], 7.89
[H]C1([H])C([H])([H])C2([H])C(=O)[O-]->[Fe+2]<-N2([H])C1([H])[H], 4.68
[H]C([H])([H])C(=O)[O-]->[Tb+3], 2.59
[H]C([H])([H])C(=O)[O-]->[Cm+3], 3.02
[H]C([H])([H])C(=O)[O-]->[Dy+3], 2.61
[H]C([H])([H])C(=O)[O-]->[U+2], 3.07
[H]C([H])([H])C(=O)[O-]->[Ag+], 0.55
[H]C([H])([H])C(=O)[O-]->[K+], -0.18
[H]C([H])([H])C(=O)[O-]->[Yb+3], 2.55
[H]C([H])([H])C(=O)[O-]->[Y+3], 2.50
[H]C([H])([H])C(=O)[O-]->[Cr+3], 5.53
[H]C([H])([H])C(=O)[O-]->[Sr+2], 1.13
[H]C([H])([H])C(=O)[O-]->[Pu+4], 6.22
[H]C([H])([H])C(=O)[O-]->[Cr+2], 1.83
[H]C([H])([H])C(=O)[O-]->[Mn+2], 1.25
[H]C([H])([H])C(=O)[O-]->[Hg+2], 4.06
[H]C([H])([H])C(=O)[O-]->[In+3], 4.03
[H]C([H])([H])C(=O)[O-]->[Cs+], -0.05
[H]C([H])([H])C(=O)[O-]->[Pd+2], 5.23
[H]C([H])([H])C(=O)[O-]->[Ga+3], 4.35
[H]C([H])([H])C(=O)[O-]->[Eu+3], 2.75
[H]C([H])([H])C(=O)[O-]->[Am+3], 2.91
[H]C([H])([H])C(=O)[O-]->[Fe+2], 2.41
[H]C([H])([H])C(=O)[O-]->[Tm+3], 2.60
[H]C([H])([H])C(=O)[O-]->[Th+4], 4.98
[H]C([H])([H])C(=O)[O-]->[Be+2], 2.07
[H]C([H])([H])C(=O)[O-]->[Ca+2], 1.12
[H]C([H])([H])C(=O)[O-]->[Cu+2], 2.27
[H]C([H])([H])C(=O)[O-]->[Mg+2], 1.14
[H]C([H])([H])C(=O)[O-]->[Ce+3], 2.59
[H]C([H])([H])C(=O)[O-]->[Li+], 0.22
