smiles, logK
[Pr+3].OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O, 12.57
[Sm+3].OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O, 13.66
[Tm+3].OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O, 15.31
[Yb+3].OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O, 15.72
[Eu+3].OC(=O)c1cc2cc(ccc2cc1O)[S](O)(=O)=O, 7.79
[Tb+3].OC(=O)c1cc2cc(ccc2cc1O)[S](O)(=O)=O, 7.71
[Dy+3].OC(=O)c1cc2cc(ccc2cc1O)[S](O)(=O)=O, 7.68
[Gd+3].OC(=O)c1cc2cc(ccc2cc1O)[S](O)(=O)=O, 7.73
[Ho+3].OC(=O)c1cc2cc(ccc2cc1O)[S](O)(=O)=O, 7.62
[Nd+3].OC(=O)c1cc2cc(ccc2cc1O)[S](O)(=O)=O, 6.82
[Sm+3].OC(=O)c1cc2cc(ccc2cc1O)[S](O)(=O)=O, 7.44
[Ce+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 9.61
[Eu+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.25
[Tb+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.25
[Dy+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.36
[Er+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.52
[Gd+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.25
[Ho+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.47
[Lu+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.7
[Nd+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.02
[Pr+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 9.78
[Sm+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.25
[Tm+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.57
[Yb+3].OC\1=CC(=O)C=CC1=N/Nc2ccccn2, 10.7
[Eu+3].CC(C(C)N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O, 9.83
[Tb+3].CC(C(C)N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O, 10.41
[Dy+3].CC(C(C)N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O, 10.55
[Er+3].CC(C(C)N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O, 10.94
[Gd+3].CC(C(C)N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O, 9.94
[Ho+3].CC(C(C)N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O, 10.84
[Lu+3].CC(C(C)N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O, 11.44
[Sm+3].CC(C(C)N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O, 9.52
[Tm+3].CC(C(C)N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O, 11.25
[Yb+3].CC(C(C)N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O, 11.35
[Ce+3].C1COCCOCCOCCOCCOCCO1, 1.21
[Eu+3].C1COCCOCCOCCOCCOCCO1, 0.5
[Dy+3].C1COCCOCCOCCOCCOCCO1, 0.1
[Er+3].C1COCCOCCOCCOCCOCCO1, 0.1
[Gd+3].C1COCCOCCOCCOCCOCCO1, 0.1
[Nd+3].C1COCCOCCOCCOCCOCCO1, 0.94
[Pr+3].C1COCCOCCOCCOCCOCCO1, 1.11
[Sm+3].C1COCCOCCOCCOCCOCCO1, 0.79
[Yb+3].C1COCCOCCOCCOCCOCCO1, 0.1
[Ce+3].C1CNCCNCCNCCNCCNCCN1, 7.51
[Eu+3].C1CNCCNCCNCCNCCNCCN1, 8.27
[Tb+3].C1CNCCNCCNCCNCCNCCN1, 8.5
[Gd+3].C1CNCCNCCNCCNCCNCCN1, 8.4
[Ho+3].C1CNCCNCCNCCNCCNCCN1, 8.62
[Lu+3].C1CNCCNCCNCCNCCNCCN1, 9.15
[Nd+3].C1CNCCNCCNCCNCCNCCN1, 8.03
[Sm+3].C1CNCCNCCNCCNCCNCCN1, 8.14
[Tm+3].C1CNCCNCCNCCNCCNCCN1, 8.95
[Nd+3].c1cnc2c(c1)ccc3cccnc23, 2.83
[Nd+3].ON(c1ccccc1)C(=O)c2ccccc2, 7.88
[Pr+3].COC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(O)=O, 0.85
[Ce+3].C1COCCOc2ccccc2OCCOCCO1, 2.3
[Dy+3].C1COCCOc2ccccc2OCCOCCO1, 2.6
[Er+3].C1COCCOc2ccccc2OCCOCCO1, 2.4
[Gd+3].C1COCCOc2ccccc2OCCOCCO1, 2.35
[Lu+3].C1COCCOc2ccccc2OCCOCCO1, 2.41
[Nd+3].C1COCCOc2ccccc2OCCOCCO1, 2.27
[Pr+3].C1COCCOc2ccccc2OCCOCCO1, 2.18
[Sm+3].C1COCCOc2ccccc2OCCOCCO1, 2.37
[Ce+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 15.89
[Eu+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.1
[Eu+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.1
[Tb+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.52
[Dy+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.7
[Er+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 19.38
[Gd+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.12
[Lu+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 19.9
[Nd+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 17.16
[Pr+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 16.53
[Sm+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 17.91
[Tm+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 19.58
[Ce+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 16.97
[Ce+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 16.97
[Eu+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 13.53
[Eu+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.84
[Tb+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 19.62
[Tb+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 19.62
[Dy+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 19.98
[Dy+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 19.98
[Er+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 20.63
[Er+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 20.63
[Gd+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.97
[Gd+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.97
[Ho+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 20.29
[Ho+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 20.29
[Lu+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 21.52
[Lu+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 21.52
[Nd+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 17.73
[Nd+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 17.73
[Nd+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.38
[Pr+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 17.3
[Pr+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 17.3
[Sm+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.5
[Sm+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.5
[Tm+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 20.98
[Tm+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 20.98
[Yb+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 21.28
[Tb+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 19.3
[Dy+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 19.69
[Er+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 20.2
[Gd+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.8
[Ho+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 19.89
[Nd+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 17.69
[Pr+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 17.23
[Sm+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.63
[Tm+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 20.46
[Yb+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 20.8
[Eu+3].[Na+].[Na+].[Mn++].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O, 18.87
[Ce+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 19.96
[Ce+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 19.09
[Eu+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.39
[Eu+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 20.87
[Tb+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 21.02
[Dy+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 21.11
[Er+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 21.08
[Gd+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.39
[Gd+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 21.04
[Gd+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 20.73
[Lu+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 20.77
[Nd+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 20.09
[Pr+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 19.62
[Sm+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 20.99
[Sm+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 21.51
[Sm+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 20.72
[Tm+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 21.15
[Eu+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.77
[Eu+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.4
[Gd+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.52
[Nd+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 21.6
[Ce+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 21.2
[Ce+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 20.5
[Eu+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.39
[Tb+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.71
[Dy+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.82
[Er+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.74
[Gd+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.46
[Ho+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.78
[Lu+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.44
[Nd+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 21.6
[Pr+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 21.07
[Sm+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.34
[Tm+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.72
[Yb+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.62
[Eu+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.4
[Gd+3].OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CCN(CC(O)=O)CC(O)=O, 22.2
[Ce+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 15.75
[Ce+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 15.75
[Ce+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 15.75
[Ce+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 15.75
[Ce+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 15.75
[Gd+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.95
[Nd+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.08
[Nd+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.08
[Nd+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.08
[Nd+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.08
[Nd+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.08
[Pr+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 15.85
[Pr+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 15.85
[Pr+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 15.85
[Pr+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 15.85
[Pr+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 15.85
[Sm+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.54
[Sm+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.54
[Sm+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.54
[Sm+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.54
[Sm+3].OC(=O)CN(CCOCCOCCN(CC(O)=O)CC(O)=O)CC(O)=O, 16.55
[Ho+3].C1COCCN2CCOCCN(CCO1)CCOCC2, 6.21
[Lu+3].C1COCCN2CCOCCN(CCO1)CCOCC2, 6.55
[Sm+3].C1COCCN2CCOCCN(CCO1)CCOCC2, 6.8
[Yb+3].C1COCCN2CCOCCN(CCO1)CCOCC2, 6.51
[Ce+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.06
[Ce+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.06
[Eu+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.32
[Tb+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.34
[Dy+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.37
[Gd+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.18
[Nd+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.2
[Nd+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.13
[Pr+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.07
[Pr+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.09
[Sm+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.24
[Sm+3].[Na+].Oc1c(O)c(cc2C(=O)c3ccccc3C(=O)c12)[S]([O-])(=O)=O, 10.21
[Eu+3].O=C(CC(=O)c1ccccc1)c2ccccc2, 7.55
[Dy+3].[O-][N+](=O)c1ccc2OCCOCCOCCOCCOCCOc2c1, 3.36
[Er+3].[O-][N+](=O)c1ccc2OCCOCCOCCOCCOCCOc2c1, 3.4
[Gd+3].[O-][N+](=O)c1ccc2OCCOCCOCCOCCOCCOc2c1, 2.98
[Lu+3].[O-][N+](=O)c1ccc2OCCOCCOCCOCCOCCOc2c1, 3.6
[Nd+3].[O-][N+](=O)c1ccc2OCCOCCOCCOCCOCCOc2c1, 2.7
[Pr+3].[O-][N+](=O)c1ccc2OCCOCCOCCOCCOCCOc2c1, 2.45
[Sm+3].[O-][N+](=O)c1ccc2OCCOCCOCCOCCOCCOc2c1, 2.81
[Eu+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 26.21
[Gd+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 24
[Ce+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 24.6
[Eu+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 26.48
[Tb+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 26.97
[Gd+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 25.58
[Gd+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 24.67
[Gd+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 24.67
[Gd+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 27
[Yb+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 26.4
[Ce+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 23.4
[Eu+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 23.5
[Tb+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 24.7
[Dy+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 24.8
[Er+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 24.7
[Gd+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 24.7
[Gd+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 22.1
[Ho+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 24.8
[Lu+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 25.4
[Nd+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 23
[Pr+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 23
[Sm+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 23
[Tm+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 24.65
[Yb+3].OC(=O)CN1CCN(CCN(CCN(CC1)CC(O)=O)CC(O)=O)CC(O)=O, 25
[Ce+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 12.27
[Eu+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 12.33
[Eu+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 12.02
[Tb+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 11.7
[Dy+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 11.57
[Er+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 11.3
[Gd+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 11.93
[Ho+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 11.18
[Lu+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 10.84
[Nd+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 12.21
[Pr+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 12.22
[Sm+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 12.12
[Tm+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 11.1
[Yb+3].[O-]C(=O)C[NH+]1CCOCCOCC[NH+](CCOCCOCC1)CC([O-])=O, 10.9
[Eu+3].C1COCCN2CCOCCOCCN(CCO1)CCOCC2, 3.4
[Eu+3].C1COCCN2CCOCCOCCN(CCO1)CCOCC2, 6.8
[Er+3].C1COCCN2CCOCCOCCN(CCO1)CCOCC2, 6.6
[Pr+3].C1COCCN2CCOCCOCCN(CCO1)CCOCC2, 6.58
[Sm+3].C1COCCN2CCOCCOCCN(CCO1)CCOCC2, 6.76
[Tm+3].C1COCCN2CCOCCOCCN(CCO1)CCOCC2, 6.88
[Eu+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 18.77
[Tb+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 20.1
[Dy+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 20.31
[Er+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 20.97
[Gd+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 18.84
[Ho+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 20.66
[Lu+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 21.68
[Nd+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 17.95
[Pr+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 17.55
[Sm+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 18.62
[Tm+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 21.39
[Yb+3].OC(=O)C(NCCNC(C(O)=O)c1ccccc1O)c2ccccc2O, 21.65
