smiles, logK
[Eu+3].CC(N)C(O)=O, 6.07
[Sm+3].CC(N)C(O)=O, 7.04
[Gd+3].CC(N)C(O)=O, 4.3
[Ce+3].NCCC(O)=O, 5.9
[Ce+3].NCCC(O)=O, 5.9
[Nd+3].NCCC(O)=O, 6.24
[Nd+3].NCCC(O)=O, 6.24
[Pr+3].NCCC(O)=O, 6.08
[Pr+3].NCCC(O)=O, 6.08
[Sm+3].NCCC(O)=O, 6.4
[Sm+3].NCCC(O)=O, 6.4
[Ce+3].NC(CO)C(O)=O, 4.86
[Gd+3].NC(CO)C(O)=O, 4.66
[Gd+3].NC(CO)C(O)=O, 4.66
[Nd+3].NC(CO)C(O)=O, 4.71
[Pr+3].NC(CO)C(O)=O, 4.67
[Sm+3].NC(CO)C(O)=O, 4.89
[Sm+3].NC(CO)C(O)=O, 4.92
[Ce+3].NC(CO)C(O)=O, 5.21
[Ce+3].NC(CO)C(O)=O, 4.69
[Nd+3].NC(CO)C(O)=O, 5.07
[Pr+3].NC(CO)C(O)=O, 4.8
[Sm+3].NC(CO)C(O)=O, 5.36
[Yb+3].NC(CO[P](O)(O)=O)C(O)=O, 6.12
[Eu+3].[Na+].[Na+].[Na+].[Na+].OCCC(CCO)O[P]([O-])([O-])=O.OCC(O)CO[P]([O-])([O-])=O, 6.08
[Eu+3].OCC(O)CO[P](O)(O)=O, 7
[Ce+3].NC(=O)CNCC[S](O)(=O)=O, 3.42
[Eu+3].NC(=O)CNCC[S](O)(=O)=O, 3.35
[Pr+3].NC(=O)CNCC[S](O)(=O)=O, 3.33
[Eu+3].NC(CO)(CO)CO, 2.3
[Ce+3].OC1=C(O)C(=O)C1=O, 2.72
[Ce+3].OC1=C(O)C(=O)C1=O, 2.72
[Eu+3].OC1=C(O)C(=O)C1=O, 2.84
[Eu+3].OC1=C(O)C(=O)C1=O, 2.84
[Tb+3].OC1=C(O)C(=O)C1=O, 2.87
[Tb+3].OC1=C(O)C(=O)C1=O, 2.87
[Dy+3].OC1=C(O)C(=O)C1=O, 2.87
[Dy+3].OC1=C(O)C(=O)C1=O, 2.87
[Er+3].OC1=C(O)C(=O)C1=O, 2.81
[Er+3].OC1=C(O)C(=O)C1=O, 2.82
[Gd+3].OC1=C(O)C(=O)C1=O, 2.87
[Gd+3].OC1=C(O)C(=O)C1=O, 2.87
[Ho+3].OC1=C(O)C(=O)C1=O, 2.85
[Ho+3].OC1=C(O)C(=O)C1=O, 2.85
[Lu+3].OC1=C(O)C(=O)C1=O, 2.68
[Lu+3].OC1=C(O)C(=O)C1=O, 2.68
[Nd+3].OC1=C(O)C(=O)C1=O, 2.73
[Nd+3].OC1=C(O)C(=O)C1=O, 2.74
[Pr+3].OC1=C(O)C(=O)C1=O, 2.73
[Pr+3].OC1=C(O)C(=O)C1=O, 2.73
[Sm+3].OC1=C(O)C(=O)C1=O, 2.81
[Sm+3].OC1=C(O)C(=O)C1=O, 2.81
[Tm+3].OC1=C(O)C(=O)C1=O, 2.78
[Tm+3].OC1=C(O)C(=O)C1=O, 2.78
[Yb+3].OC1=C(O)C(=O)C1=O, 2.73
[Yb+3].OC1=C(O)C(=O)C1=O, 2.74
[Ce+3].O=C1NC=CC(=O)N1, 5.13
[Ce+3].OC(=O)\C=C\C(O)=O, 4.35
[Ce+3].OC(=O)\C=C\C(O)=O, 4.39
[Eu+3].OC(=O)\C=C\C(O)=O, 3.83
[Eu+3].OC(=O)\C=C\C(O)=O, 3.83
[Eu+3].OC(=O)\C=C\C(O)=O, 2.99
[Tb+3].OC(=O)\C=C\C(O)=O, 3.74
[Tb+3].OC(=O)\C=C\C(O)=O, 3.75
[Dy+3].OC(=O)\C=C\C(O)=O, 3.74
[Dy+3].OC(=O)\C=C\C(O)=O, 3.75
[Dy+3].OC(=O)\C=C\C(O)=O, 2.91
[Er+3].OC(=O)\C=C\C(O)=O, 3.64
[Er+3].OC(=O)\C=C\C(O)=O, 3.65
[Er+3].OC(=O)\C=C\C(O)=O, 2.81
[Gd+3].OC(=O)\C=C\C(O)=O, 3.79
[Gd+3].OC(=O)\C=C\C(O)=O, 3.8
[Gd+3].OC(=O)\C=C\C(O)=O, 2.97
[Ho+3].OC(=O)\C=C\C(O)=O, 3.67
[Ho+3].OC(=O)\C=C\C(O)=O, 3.67
[Ho+3].OC(=O)\C=C\C(O)=O, 2.89
[Lu+3].OC(=O)\C=C\C(O)=O, 3.59
[Lu+3].OC(=O)\C=C\C(O)=O, 3.6
[Nd+3].OC(=O)\C=C\C(O)=O, 3.66
[Nd+3].OC(=O)\C=C\C(O)=O, 3.66
[Nd+3].OC(=O)\C=C\C(O)=O, 5.05
[Nd+3].OC(=O)\C=C\C(O)=O, 5.1
[Nd+3].OC(=O)\C=C\C(O)=O, 2.87
[Pr+3].OC(=O)\C=C\C(O)=O, 3.63
[Pr+3].OC(=O)\C=C\C(O)=O, 3.64
[Pr+3].OC(=O)\C=C\C(O)=O, 4.75
[Pr+3].OC(=O)\C=C\C(O)=O, 4.8
[Pr+3].OC(=O)\C=C\C(O)=O, 2.81
[Pr+3].OC(=O)\C=C\C(O)=O, 2.81
[Sm+3].OC(=O)\C=C\C(O)=O, 3.82
[Sm+3].OC(=O)\C=C\C(O)=O, 3.82
[Sm+3].OC(=O)\C=C\C(O)=O, 5.2
[Sm+3].OC(=O)\C=C\C(O)=O, 5.25
[Sm+3].OC(=O)\C=C\C(O)=O, 3
[Tm+3].OC(=O)\C=C\C(O)=O, 3.62
[Tm+3].OC(=O)\C=C\C(O)=O, 3.62
[Yb+3].OC(=O)\C=C\C(O)=O, 3.64
[Yb+3].OC(=O)\C=C\C(O)=O, 3.64
[Yb+3].OC(=O)\C=C\C(O)=O, 2.82
[Yb+3].OC(=O)\C=C\C(O)=O, 2.81
[Tb+3].OC(=O)\C=C\C(O)=O, 5.48
[Dy+3].OC(=O)\C=C\C(O)=O, 5.78
[Gd+3].OC(=O)\C=C\C(O)=O, 4.81
[Ce+3].OC(=O)\C=C\C(O)=O, 2.8
[Eu+3].OC(=O)\C=C\C(O)=O, 2.78
[Eu+3].OC(=O)\C=C\C(O)=O, 2.86
[Tb+3].OC(=O)\C=C\C(O)=O, 2.57
[Tb+3].OC(=O)\C=C\C(O)=O, 2.77
[Dy+3].OC(=O)\C=C\C(O)=O, 2.5
[Dy+3].OC(=O)\C=C\C(O)=O, 2.8
[Er+3].OC(=O)\C=C\C(O)=O, 2.46
[Er+3].OC(=O)\C=C\C(O)=O, 2.8
[Gd+3].OC(=O)\C=C\C(O)=O, 2.59
[Gd+3].OC(=O)\C=C\C(O)=O, 2.88
[Ho+3].OC(=O)\C=C\C(O)=O, 2.51
[Ho+3].OC(=O)\C=C\C(O)=O, 2.8
[Lu+3].OC(=O)\C=C\C(O)=O, 2.47
[Lu+3].OC(=O)\C=C\C(O)=O, 2.81
[Nd+3].OC(=O)\C=C\C(O)=O, 2.56
[Nd+3].OC(=O)\C=C\C(O)=O, 2.74
[Pr+3].OC(=O)\C=C\C(O)=O, 2.61
[Pr+3].OC(=O)\C=C\C(O)=O, 2.84
[Sm+3].OC(=O)\C=C\C(O)=O, 2.82
[Sm+3].OC(=O)\C=C\C(O)=O, 2.83
[Tm+3].OC(=O)\C=C\C(O)=O, 2.44
[Tm+3].OC(=O)\C=C\C(O)=O, 2.81
[Yb+3].OC(=O)\C=C\C(O)=O, 2.37
[Tb+3].OC(=O)\C=C\C(O)=O, 3.1
[Dy+3].OC(=O)\C=C\C(O)=O, 3.18
[Gd+3].OC(=O)\C=C\C(O)=O, 3.05
[Ce+3].OC(=O)CC(=O)C(O)=O, 3.21
[Eu+3].OC(=O)CC(=O)C(O)=O, 3.77
[Er+3].OC(=O)CC(=O)C(O)=O, 4.03
[Gd+3].OC(=O)CC(=O)C(O)=O, 3.69
[Ho+3].OC(=O)CC(=O)C(O)=O, 3.84
[Nd+3].OC(=O)CC(=O)C(O)=O, 3.62
[Pr+3].OC(=O)CC(=O)C(O)=O, 3.36
[Sm+3].OC(=O)CC(=O)C(O)=O, 3.75
[Yb+3].OC(=O)CC(=O)C(O)=O, 4.45
[Ce+3].C/C=C/C(O)=O, 3.5
[Ce+3].C/C=C/C(O)=O, 3.53
[Eu+3].C/C=C/C(O)=O, 1.78
[Nd+3].C/C=C/C(O)=O, 3.81
[Nd+3].C/C=C/C(O)=O, 3.85
[Pr+3].C/C=C/C(O)=O, 3.67
[Pr+3].C/C=C/C(O)=O, 3.71
[Sm+3].C/C=C/C(O)=O, 3.96
[Sm+3].C/C=C/C(O)=O, 4
[Ce+3].C/C=C/C(O)=O, 2.76
[Ce+3].OC(=O)CCC(O)=O, 2.18
[Ce+3].OC(=O)CCC(O)=O, 3.86
[Ce+3].OC(=O)CCC(O)=O, 3.9
[Ce+3].OC(=O)CCC(O)=O, 3.86
[Eu+3].OC(=O)CCC(O)=O, 2.99
[Dy+3].OC(=O)CCC(O)=O, 3.33
[Er+3].OC(=O)CCC(O)=O, 3.32
[Gd+3].OC(=O)CCC(O)=O, 3.42
[Gd+3].OC(=O)CCC(O)=O, 3.42
[Lu+3].OC(=O)CCC(O)=O, 3.31
[Nd+3].OC(=O)CCC(O)=O, 4.37
[Nd+3].OC(=O)CCC(O)=O, 4.41
[Nd+3].OC(=O)CCC(O)=O, 4.37
[Pr+3].OC(=O)CCC(O)=O, 3.36
[Pr+3].OC(=O)CCC(O)=O, 4.11
[Pr+3].OC(=O)CCC(O)=O, 4.15
[Pr+3].OC(=O)CCC(O)=O, 4.11
[Sm+3].OC(=O)CCC(O)=O, 3.5
[Sm+3].OC(=O)CCC(O)=O, 4.49
[Sm+3].OC(=O)CCC(O)=O, 4.54
[Sm+3].OC(=O)CCC(O)=O, 4.49
[Tb+3].OC(=O)CCC(O)=O, 3.76
[Dy+3].OC(=O)CCC(O)=O, 3.77
[Gd+3].OC(=O)CCC(O)=O, 3.58
[Eu+3].OC(=O)CCC(O)=O, 2.85
[Eu+3].OC(=O)CCC(O)=O, 2.9
[Eu+3].OC(=O)CCC(O)=O, 2.9
[Ce+3].OC(=O)CC(S)C(O)=O, 6.29
[Ce+3].OC(=O)CC(S)C(O)=O, 4.41
[Eu+3].OC(=O)CC(S)C(O)=O, 5.91
[Tb+3].OC(=O)CC(S)C(O)=O, 5.97
[Dy+3].OC(=O)CC(S)C(O)=O, 5.65
[Dy+3].OC(=O)CC(S)C(O)=O, 6.07
[Er+3].OC(=O)CC(S)C(O)=O, 6.19
[Gd+3].OC(=O)CC(S)C(O)=O, 6.32
[Nd+3].OC(=O)CC(S)C(O)=O, 6.51
[Nd+3].OC(=O)CC(S)C(O)=O, 6.01
[Nd+3].OC(=O)CC(S)C(O)=O, 4.56
[Pr+3].OC(=O)CC(S)C(O)=O, 6.07
[Pr+3].OC(=O)CC(S)C(O)=O, 5.89
[Pr+3].OC(=O)CC(S)C(O)=O, 4.45
[Sm+3].OC(=O)CC(S)C(O)=O, 6.24
[Sm+3].OC(=O)CC(S)C(O)=O, 4.83
[Tm+3].OC(=O)CC(S)C(O)=O, 5.93
[Ce+3].OC(=O)CSCC(O)=O, 2.66
[Tb+3].OC(=O)CSCC(O)=O, 2.52
[Er+3].OC(=O)CSCC(O)=O, 2.36
[Pr+3].OC(=O)CSCC(O)=O, 2.74
[Sm+3].OC(=O)CSCC(O)=O, 2.9
[Yb+3].OC(=O)CSCC(O)=O, 2.36
[Ce+3].OC(CC(O)=O)C(O)=O, 5.23
[Ce+3].OC(CC(O)=O)C(O)=O, 4.1
[Ce+3].OC(CC(O)=O)C(O)=O, 4.14
[Eu+3].OC(CC(O)=O)C(O)=O, 4.33
[Eu+3].OC(CC(O)=O)C(O)=O, 4.85
[Tb+3].OC(CC(O)=O)C(O)=O, 4.77
[Dy+3].OC(CC(O)=O)C(O)=O, 4.77
[Dy+3].OC(CC(O)=O)C(O)=O, 4.78
[Er+3].OC(CC(O)=O)C(O)=O, 4.96
[Er+3].OC(CC(O)=O)C(O)=O, 4.33
[Er+3].OC(CC(O)=O)C(O)=O, 3.95
[Gd+3].OC(CC(O)=O)C(O)=O, 4.75
[Gd+3].OC(CC(O)=O)C(O)=O, 6.33
[Gd+3].OC(CC(O)=O)C(O)=O, 3.92
[Ho+3].OC(CC(O)=O)C(O)=O, 4.9
[Lu+3].OC(CC(O)=O)C(O)=O, 5.08
[Nd+3].OC(CC(O)=O)C(O)=O, 4.77
[Nd+3].OC(CC(O)=O)C(O)=O, 5.66
[Nd+3].OC(CC(O)=O)C(O)=O, 4.45
[Nd+3].OC(CC(O)=O)C(O)=O, 4.49
[Pr+3].OC(CC(O)=O)C(O)=O, 4.65
[Pr+3].OC(CC(O)=O)C(O)=O, 5.04
[Pr+3].OC(CC(O)=O)C(O)=O, 4.2
[Pr+3].OC(CC(O)=O)C(O)=O, 4.25
[Pr+3].OC(CC(O)=O)C(O)=O, 3.81
[Sm+3].OC(CC(O)=O)C(O)=O, 4.89
[Sm+3].OC(CC(O)=O)C(O)=O, 5.42
[Sm+3].OC(CC(O)=O)C(O)=O, 4.53
[Sm+3].OC(CC(O)=O)C(O)=O, 4.58
[Sm+3].OC(CC(O)=O)C(O)=O, 3.9
[Tm+3].OC(CC(O)=O)C(O)=O, 5.01
[Yb+3].OC(CC(O)=O)C(O)=O, 5.05
[Ce+3].OC(CC(O)=O)C(O)=O, 4.32
[Ce+3].OC(CC(O)=O)C(O)=O, 4.48
[Ce+3].OC(CC(O)=O)C(O)=O, 4.11
[Eu+3].OC(CC(O)=O)C(O)=O, 4.34
[Gd+3].OC(CC(O)=O)C(O)=O, 4.28
[Nd+3].OC(CC(O)=O)C(O)=O, 4.6
[Nd+3].OC(CC(O)=O)C(O)=O, 4.66
[Nd+3].OC(CC(O)=O)C(O)=O, 4.45
[Pr+3].OC(CC(O)=O)C(O)=O, 4.4
[Pr+3].OC(CC(O)=O)C(O)=O, 4.46
[Pr+3].OC(CC(O)=O)C(O)=O, 4.28
[Sm+3].OC(CC(O)=O)C(O)=O, 4.95
[Sm+3].OC(CC(O)=O)C(O)=O, 5.01
[Sm+3].OC(CC(O)=O)C(O)=O, 4.41
[Ce+3].OC(CC(O)=O)C(O)=O, 4.39
[Pr+3].OC(=O)COCC(O)=O, 5.32
[Pr+3].OC(=O)COCC(O)=O, 5.71
[Dy+3].OC(=O)COCC(O)=O, 2.86
[Gd+3].OC(=O)COCC(O)=O, 2.76
[Nd+3].OC(=O)COCC(O)=O, 2.67
[Pr+3].OC(=O)COCC(O)=O, 2.53
[Eu+3].OC(C(O)C(O)=O)C(O)=O, 3.92
[Er+3].OC(C(O)C(O)=O)C(O)=O, 3.62
[Gd+3].OC(C(O)C(O)=O)C(O)=O, 3.54
[Nd+3].OC(C(O)C(O)=O)C(O)=O, 4.16
[Pr+3].OC(C(O)C(O)=O)C(O)=O, 3.46
[Sm+3].OC(C(O)C(O)=O)C(O)=O, 3.5
[Ce+3].OC(C(O)C(O)=O)C(O)=O, 5.5
[Eu+3].OC(C(O)C(O)=O)C(O)=O, 4.3
[Er+3].OC(C(O)C(O)=O)C(O)=O, 3
[Eu+3].CC(=O)NCC(O)=O, 1.96
[Tb+3].CC(=O)NCC(O)=O, 1.65
[Er+3].CC(=O)NCC(O)=O, 1.51
[Nd+3].CC(=O)NCC(O)=O, 1.86
[Sm+3].CC(=O)NCC(O)=O, 1.88
[Ce+3].OC(=O)CNCC(O)=O, 6.41
[Ce+3].OC(=O)CNCC(O)=O, 6.41
[Eu+3].OC(=O)CNCC(O)=O, 6.48
[Eu+3].OC(=O)CNCC(O)=O, 6.91
[Eu+3].OC(=O)CNCC(O)=O, 6.91
[Eu+3].OC(=O)CNCC(O)=O, 6.62
[Eu+3].OC(=O)CNCC(O)=O, 6.46
[Eu+3].OC(=O)CNCC(O)=O, 6.49
[Eu+3].OC(=O)CNCC(O)=O, 6.49
[Eu+3].OC(=O)CNCC(O)=O, 7.89
[Tb+3].OC(=O)CNCC(O)=O, 7.06
[Tb+3].OC(=O)CNCC(O)=O, 7.06
[Dy+3].OC(=O)CNCC(O)=O, 7.16
[Dy+3].OC(=O)CNCC(O)=O, 7.16
[Gd+3].OC(=O)CNCC(O)=O, 6.78
[Gd+3].OC(=O)CNCC(O)=O, 6.78
[Ho+3].OC(=O)CNCC(O)=O, 6.64
[Lu+3].OC(=O)CNCC(O)=O, 7.06
[Nd+3].OC(=O)CNCC(O)=O, 6.7
[Nd+3].OC(=O)CNCC(O)=O, 6.7
[Pr+3].OC(=O)CNCC(O)=O, 6.55
[Pr+3].OC(=O)CNCC(O)=O, 6.55
[Pr+3].OC(=O)CNCC(O)=O, 6.07
[Sm+3].OC(=O)CNCC(O)=O, 6.86
[Sm+3].OC(=O)CNCC(O)=O, 6.86
[Eu+3].OC(=O)CNCC(O)=O, 6.22
[Nd+3].OC(=O)CNCC(O)=O, 6.4
[Ce+3].OC(=O)CNCC(O)=O, 6.18
[Eu+3].OC(=O)CNCC(O)=O, 6.73
[Tb+3].OC(=O)CNCC(O)=O, 6.78
[Dy+3].OC(=O)CNCC(O)=O, 6.88
[Er+3].OC(=O)CNCC(O)=O, 7.09
[Gd+3].OC(=O)CNCC(O)=O, 6.68
[Ho+3].OC(=O)CNCC(O)=O, 6.97
[Lu+3].OC(=O)CNCC(O)=O, 7.61
[Nd+3].OC(=O)CNCC(O)=O, 6.58
[Nd+3].OC(=O)CNCC(O)=O, 6.5
[Pr+3].OC(=O)CNCC(O)=O, 6.44
[Sm+3].OC(=O)CNCC(O)=O, 6.64
[Tm+3].OC(=O)CNCC(O)=O, 7.22
[Yb+3].OC(=O)CNCC(O)=O, 7.49
[Yb+3].OC(=O)CNCC(O)=O, 7.42
[Ce+3].OC(=O)CNCC(O)=O, 6.45
[Eu+3].OC(=O)CNCC(O)=O, 6.96
[Tb+3].OC(=O)CNCC(O)=O, 6.97
[Ce+3].NC(CC(O)=O)C(O)=O, 2.08
[Ce+3].NC(CC(O)=O)C(O)=O, 5.72
[Ce+3].NC(CC(O)=O)C(O)=O, 5.72
[Ce+3].NC(CC(O)=O)C(O)=O, 5.77
[Dy+3].NC(CC(O)=O)C(O)=O, 5.61
[Er+3].NC(CC(O)=O)C(O)=O, 5.9
[Gd+3].NC(CC(O)=O)C(O)=O, 5.65
[Gd+3].NC(CC(O)=O)C(O)=O, 5.65
[Gd+3].NC(CC(O)=O)C(O)=O, 5.65
[Nd+3].NC(CC(O)=O)C(O)=O, 5.52
[Nd+3].NC(CC(O)=O)C(O)=O, 5.62
[Nd+3].NC(CC(O)=O)C(O)=O, 5.62
[Nd+3].NC(CC(O)=O)C(O)=O, 6.04
[Pr+3].NC(CC(O)=O)C(O)=O, 5.48
[Pr+3].NC(CC(O)=O)C(O)=O, 5.47
[Pr+3].NC(CC(O)=O)C(O)=O, 5.48
[Pr+3].NC(CC(O)=O)C(O)=O, 5.9
[Sm+3].NC(CC(O)=O)C(O)=O, 5.89
[Sm+3].NC(CC(O)=O)C(O)=O, 5.89
[Sm+3].NC(CC(O)=O)C(O)=O, 5.89
[Sm+3].NC(CC(O)=O)C(O)=O, 6.16
[Ce+3].NC(CC(O)=O)C(O)=O, 5.2
[Eu+3].NC(CC(O)=O)C(O)=O, 5.62
[Tb+3].NC(CC(O)=O)C(O)=O, 5.8
[Dy+3].NC(CC(O)=O)C(O)=O, 5.85
[Er+3].NC(CC(O)=O)C(O)=O, 6.08
[Gd+3].NC(CC(O)=O)C(O)=O, 5.74
[Ho+3].NC(CC(O)=O)C(O)=O, 5.91
[Lu+3].NC(CC(O)=O)C(O)=O, 6.25
[Nd+3].NC(CC(O)=O)C(O)=O, 5.36
[Nd+3].NC(CC(O)=O)C(O)=O, 5.5
[Pr+3].NC(CC(O)=O)C(O)=O, 5.2
[Pr+3].NC(CC(O)=O)C(O)=O, 5.4
[Sm+3].NC(CC(O)=O)C(O)=O, 5.55
[Tm+3].NC(CC(O)=O)C(O)=O, 6.1
[Yb+3].NC(CC(O)=O)C(O)=O, 6.18
[Ce+3].NC(CC(O)=O)C(O)=O, 8.7
[Ce+3].NC(CC(N)=O)C(O)=O, 3.52
[Pr+3].NC(CC(N)=O)C(O)=O, 3.5
[Ce+3].NC(CC(N)=O)C(O)=O, 5.14
[Eu+3].[H+].[Cl-].NCC(=O)NCC(O)=O, 2.65
[Gd+3].[H+].[Cl-].NCC(=O)NCC(O)=O, 2.35
[Ho+3].[H+].[Cl-].NCC(=O)NCC(O)=O, 2.65
[Nd+3].[H+].[Cl-].NCC(=O)NCC(O)=O, 2.35
[Yb+3].[H+].[Cl-].NCC(=O)NCC(O)=O, 2.75
[Nd+3].NN(CC(O)=O)CC(O)=O, 3.69
[Ce+3].CCCC(O)=O, 2.77
[Nd+3].CCCC(O)=O, 2.92
[Ce+3].CC(C)C(O)=O, 1.79
[Ce+3].CC(C)C(O)=O, 1.62
[Eu+3].CC(C)C(O)=O, 1.98
[Eu+3].CC(C)C(O)=O, 1.98
[Tb+3].CC(C)C(O)=O, 1.82
[Tb+3].CC(C)C(O)=O, 1.73
[Dy+3].CC(C)C(O)=O, 1.74
[Dy+3].CC(C)C(O)=O, 1.65
[Er+3].CC(C)C(O)=O, 1.69
[Er+3].CC(C)C(O)=O, 1.61
[Gd+3].CC(C)C(O)=O, 1.87
[Gd+3].CC(C)C(O)=O, 1.86
[Ho+3].CC(C)C(O)=O, 1.7
[Ho+3].CC(C)C(O)=O, 1.63
[Lu+3].CC(C)C(O)=O, 1.81
[Lu+3].CC(C)C(O)=O, 1.65
[Nd+3].CC(C)C(O)=O, 1.98
[Nd+3].CC(C)C(O)=O, 1.91
[Pr+3].CC(C)C(O)=O, 1.92
[Pr+3].CC(C)C(O)=O, 1.8
[Sm+3].CC(C)C(O)=O, 2.05
[Sm+3].CC(C)C(O)=O, 2
[Tm+3].CC(C)C(O)=O, 1.69
[Tm+3].CC(C)C(O)=O, 1.61
[Yb+3].CC(C)C(O)=O, 1.78
[Yb+3].CC(C)C(O)=O, 1.62
[Ce+3].COC(=O)CCS, 2.32
[Pr+3].COC(=O)CCS, 2.52
[Sm+3].COC(=O)CCS, 2.8
[Ce+3].CC(C)(O)C(O)=O, 2.36
[Ce+3].CC(C)(O)C(O)=O, 2.43
[Ce+3].CC(C)(O)C(O)=O, 2.55
[Ce+3].CC(C)(O)C(O)=O, 2.37
[Eu+3].CC(C)(O)C(O)=O, 2.7
[Eu+3].CC(C)(O)C(O)=O, 2.8
[Eu+3].CC(C)(O)C(O)=O, 2.79
[Eu+3].CC(C)(O)C(O)=O, 2.72
[Eu+3].CC(C)(O)C(O)=O, 2.71
[Tb+3].CC(C)(O)C(O)=O, 2.83
[Tb+3].CC(C)(O)C(O)=O, 2.85
[Tb+3].CC(C)(O)C(O)=O, 2.92
[Tb+3].CC(C)(O)C(O)=O, 2.87
[Dy+3].CC(C)(O)C(O)=O, 2.83
[Dy+3].CC(C)(O)C(O)=O, 2.94
[Dy+3].CC(C)(O)C(O)=O, 2.95
[Er+3].CC(C)(O)C(O)=O, 3.07
[Er+3].CC(C)(O)C(O)=O, 3.01
[Er+3].CC(C)(O)C(O)=O, 3.03
[Gd+3].CC(C)(O)C(O)=O, 2.82
[Gd+3].CC(C)(O)C(O)=O, 2.79
[Gd+3].CC(C)(O)C(O)=O, 2.71
[Ho+3].CC(C)(O)C(O)=O, 3.06
[Ho+3].CC(C)(O)C(O)=O, 2.98
[Ho+3].CC(C)(O)C(O)=O, 2.98
[Lu+3].CC(C)(O)C(O)=O, 3.18
[Lu+3].CC(C)(O)C(O)=O, 3.21
[Nd+3].CC(C)(O)C(O)=O, 2.62
[Nd+3].CC(C)(O)C(O)=O, 2.74
[Nd+3].CC(C)(O)C(O)=O, 2.54
[Pr+3].CC(C)(O)C(O)=O, 2.59
[Pr+3].CC(C)(O)C(O)=O, 2.48
[Sm+3].CC(C)(O)C(O)=O, 2.63
[Sm+3].CC(C)(O)C(O)=O, 2.75
[Sm+3].CC(C)(O)C(O)=O, 2.75
[Sm+3].CC(C)(O)C(O)=O, 2.63
[Tm+3].CC(C)(O)C(O)=O, 3.1
[Tm+3].CC(C)(O)C(O)=O, 3.13
[Yb+3].CC(C)(O)C(O)=O, 3
[Yb+3].CC(C)(O)C(O)=O, 3.15
[Yb+3].CC(C)(O)C(O)=O, 3.13
[Yb+3].CC(C)(O)C(O)=O, 3.29
[Yb+3].CC(C)(O)C(O)=O, 3.18
[Ce+3].CC(O)(CO)C(O)=O, 2.83
[Eu+3].CC(O)(CO)C(O)=O, 3.05
[Tb+3].CC(O)(CO)C(O)=O, 3.04
[Dy+3].CC(O)(CO)C(O)=O, 3.07
[Er+3].CC(O)(CO)C(O)=O, 3.17
[Gd+3].CC(O)(CO)C(O)=O, 3.03
[Ho+3].CC(O)(CO)C(O)=O, 3.11
[Lu+3].CC(O)(CO)C(O)=O, 3.3
[Nd+3].CC(O)(CO)C(O)=O, 2.96
[Pr+3].CC(O)(CO)C(O)=O, 2.95
[Sm+3].CC(O)(CO)C(O)=O, 3.05
[Tm+3].CC(O)(CO)C(O)=O, 3.22
[Yb+3].CC(O)(CO)C(O)=O, 3.27
[Ce+3].CCC(N)C(O)=O, 4.67
[Nd+3].CCC(N)C(O)=O, 5.01
[Pr+3].CCC(N)C(O)=O, 4.86
[Sm+3].CCC(N)C(O)=O, 5.26
[Ce+3].CC(O)C(N)C(O)=O, 4.89
[Gd+3].CC(O)C(N)C(O)=O, 4.64
[Gd+3].CC(O)C(N)C(O)=O, 4.64
[Nd+3].CC(O)C(N)C(O)=O, 5.03
[Pr+3].CC(O)C(N)C(O)=O, 4.9
[Sm+3].CC(O)C(N)C(O)=O, 4.98
[Sm+3].CC(O)C(N)C(O)=O, 4.98
[Gd+3].CC(O)C(N)C(O)=O, 4.4
[Ce+3].N[C@@H](CCC(N)=O)C(O)=O, 3.72
[Pr+3].N[C@@H](CCC(N)=O)C(O)=O, 3.45
[Eu+3].CC(N)C(=O)NCC(O)=O, 2.55
[Gd+3].CC(N)C(=O)NCC(O)=O, 2.4
[Ho+3].CC(N)C(=O)NCC(O)=O, 2.45
[Nd+3].CC(N)C(=O)NCC(O)=O, 2.3
[Yb+3].CC(N)C(=O)NCC(O)=O, 2.8
[Eu+3].CC(NC(=O)CN)C(O)=O, 2.6
[Gd+3].CC(NC(=O)CN)C(O)=O, 2.4
[Ho+3].CC(NC(=O)CN)C(O)=O, 2.55
[Nd+3].CC(NC(=O)CN)C(O)=O, 2.3
[Yb+3].CC(NC(=O)CN)C(O)=O, 2.8
[Eu+3].NCC(=O)N[C@@H](CO)C(O)=O, 2.5
[Gd+3].NCC(=O)N[C@@H](CO)C(O)=O, 2.5
[Ho+3].NCC(=O)N[C@@H](CO)C(O)=O, 2.6
[Nd+3].NCC(=O)N[C@@H](CO)C(O)=O, 2.25
[Yb+3].NCC(=O)N[C@@H](CO)C(O)=O, 2.8
[Ce+3].OC(=O)CN(CC(O)=O)C[P](O)(O)=O, 12.8
[Dy+3].CCC(C)(O)C(O)=O, 3.03
[Sm+3].CCC(C)(O)C(O)=O, 2.6
[Yb+3].CCC(C)(O)C(O)=O, 3.2
[Ce+3].CCC(C)(O)C(O)=O, 2.51
[Eu+3].CCC(C)(O)C(O)=O, 2.9
[Tb+3].CCC(C)(O)C(O)=O, 3.1
[Dy+3].CCC(C)(O)C(O)=O, 3.16
[Er+3].CCC(C)(O)C(O)=O, 3.32
[Gd+3].CCC(C)(O)C(O)=O, 2.94
[Ho+3].CCC(C)(O)C(O)=O, 3.24
[Lu+3].CCC(C)(O)C(O)=O, 3.45
[Nd+3].CCC(C)(O)C(O)=O, 2.65
[Pr+3].CCC(C)(O)C(O)=O, 2.54
[Sm+3].CCC(C)(O)C(O)=O, 2.8
